"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"sp|Q02218|ODO1_HUMAN;sp|Q9ULD0|OGDHL_HUMAN",725468.865246368,790563.624083193,1159180.546,1199856.80684901,1867464.11229529,1614414.39029407,272202.439958805,2221593.25416184,2059043.6929302,2791631.0712865,2777967.6511644,2066470.80276538,2074308.61134749,"2.41902951470757","0.0228243990842907"
"sp|Q9Y230|RUVB2_HUMAN",587152.577756859,693197.489819344,1005270.955,955518.81429246,1086383.9722773,1053843.70263515,501585.649209034,2100664.98352023,1958237.99624887,2435435.32370067,2604012.60104271,2621397.56555959,2611789.46712883,"1.05242637565948","0.0105466385194286"
"sp|Q13162|PRDX4_HUMAN",313873.800349325,384224.837074523,750588.9248,531264.496316202,834681.235753033,760221.867640066,147238.547769945,4487555.69964266,4669704.28795314,8261825.94201089,7714827.22785476,7058588.34676448,7113210.45181236,"-3.6548030368375","-0.0346845553960738"
"sp|P01834|IGKC_HUMAN",123527222.6574,145615728.095307,5.63e+08,476690477.584141,260084103.544066,266762248.353305,105293128.111304,203542816.605852,207251446.976921,936276590.577305,997549289.318441,472597883.316224,458604243.35941,"-0.530698467720532","-0.00518124029500858"
"sp|P60660|MYL6_HUMAN;sp|P14649|MYL6B_HUMAN",16072315.2156469,18310634.4657158,32400000,25178575.9776585,45056823.5717184,39298196.9889601,7932397.09538073,36230621.3558416,38450597.3996656,48666175.3015901,44411440.9628073,42101994.1736027,40380997.0126857,"2.10608440857968","0.0210438487875793"
"sp|P69891|HBG1_HUMAN",3958381633.11074,3433923140.15798,3.41e+09,3476614761.32794,2582525253.50093,2488587417.52412,4641396633.78527,1061136550.57184,1037620731.2463,757777816.114725,780616481.538575,1559333117.54084,1465151219.04435,"-1.35664580751832","-0.0138590356660716"
"sp|Q06323|PSME1_HUMAN",1095416.67003663,1337881.83818299,2777761.778,2471651.82759134,4978883.68028446,4740586.96962844,975280.513342551,5877369.09790207,5637392.14708405,11156307.1197007,10581980.0694802,8207005.09076031,7151139.84226089,"1.78855740608381","0.017845518680109"
"sp|Q8NBS9|TXND5_HUMAN",799360.714518147,968175.42873844,1416326.121,1298090.70114144,1873147.26773655,1902260.32185123,709040.833899651,5638950.82087429,5594358.37073349,12738531.1230709,14401339.4600848,15353433.7727098,15366220.1021724,"-0.772941896013335","-0.00777088997522953"
"sp|P30483|1B45_HUMAN",23649263.817309,26026094.685691,43800000,47669047.7584141,72164180.8425084,68749465.347429,7932397.09538073,112084244.344289,106489065.84801,123601981.561824,127768299.385307,64172555.221873,66944307.731945,"0.884421728063319","0.00917810227297324"
"sp|P21291|CSRP1_HUMAN",5372745.37208767,6357104.54744436,10600000,9139554.26947036,19964202.314298,16918813.7378439,3020177.82367704,6469318.52385416,6167414.54465288,14753554.8978382,13501468.345561,6591266.45985453,6752338.1806784,"3.18473477551167","0.0314381840407185"
"sp|Q9NVA2|SEP11_HUMAN",224590.158490299,243428.345229574,407785.4652,358683.466403275,747063.34687563,755843.060400966,121809.498087343,643595.232256175,638382.811451188,1240236.36502909,1194735.24969602,821825.241539921,769237.534220335,"-1.30101797542135","-0.0129271170820503"
"sp|P00739|HPTR_HUMAN",112886.382017978,141177.181291345,213247.7211,170850.837918833,176800.08656398,241319.095398317,69991.7856241728,197199.053275734,293187.988675524,232204.998387547,196664.928085212,315865.927439534,232444.314644446,"2.50490514875284","0.0258671532322891"
"sp|P23396|RS3_HUMAN",612392.888733519,765453.378432673,1319154.648,1020070.30153981,1791880.32459624,1851392.15290958,278765.749557524,6698298.33050262,6424131.68846863,6910187.56819274,7168889.92691478,6822179.34497596,6967019.83112345,"-1.38814715633353","-0.0133914553473466"
"sp|O94979|SC31A_HUMAN",710980.456949236,806214.605748885,1194667.558,839382.281081085,1836216.92216948,1745056.06490906,423527.508652915,3833359.59383449,3602388.4166724,7647979.50632846,8213125.09007326,4593815.6392043,4475297.70056665,"-0.904982358240612","-0.00887106699604061"
"sp|P02649|APOE_HUMAN",1267956.21405535,1253208.45371111,2858309.68,2701851.79078239,2274963.71905452,2539357.81810175,1326454.10133672,1842584.05789489,1616251.33642704,5657360.67507236,5206986.60637586,2499307.95381682,2732398.57493036,"0.068672576056669","0.000675289980988464"
"sp|P47756|CAPZB_HUMAN",2562900.50739238,2819546.84573679,3979282.144,3203881.80354333,5149065.6583244,4867519.09317659,1506196.60970794,9836726.05781661,9708169.31114802,8906034.39616765,9357550.0487447,8752558.6266173,8715362.02331798,"-0.880544129897903","-0.00874849103771394"
"sp|P01042|KNG1_HUMAN",3548664.76110657,3747593.57471475,7521388.269,5248622.60951306,5840273.38561552,4473085.84266254,3686324.45495017,3156753.06568265,3578556.37644104,7003531.56743859,6199350.15621136,5401739.86537344,5391845.73999839,"-0.870574703541229","-0.00861591819119658"
"sp|Q86UX7|URP2_HUMAN",1720936.25944742,2123730.82706374,2664874.322,2223605.17774298,2285360.38511483,2114490.71271373,1128920.53937559,3348904.7320398,3264747.81696669,6055401.2807653,5897596.47710645,4843913.26955541,5001459.97372416,"-2.69703324941351","-0.0266892505622669"
"sp|O43795|MYO1B_HUMAN;sp|Q9UBC5|MYO1A_HUMAN",823349.153321869,908941.315718167,2282449.987,2025572.49585936,3664307.25094488,3239270.49772458,162465.049682615,1097924.79117899,1248572.31561634,3236113.48643516,3536221.73719852,1472742.85773412,1410249.75630155,"0.266068336667776","0.00273847163947715"
"sp|Q15942|ZYX_HUMAN",1693951.99573337,1667915.72119251,4683341.51,4159506.66354636,5080345.9159598,5708803.33044134,999786.885481678,4997761.97221049,4819324.3828932,9774945.26635906,10517406.9736445,3184209.06987392,3400649.00367217,"1.38962100469398","0.0143229030373663"
"sp|P14550|AK1A1_HUMAN",1924646.22979741,2145649.88881946,2900912.023,2545233.56183117,3171295.39034949,3356156.17059363,863538.056482475,6637970.35243508,5795124.34590254,6843749.80904886,6316139.5476877,5177052.70168789,6164238.55157945,"-2.21765864658249","-0.0216174483630948"
"sp|P43034|LIS1_HUMAN",417878.577629806,412329.380300223,656563.5288,757543.024969323,935073.063064462,1103207.70488903,229919.038802256,1599916.66987793,1516807.94577508,1838603.51244446,1888816.61808787,1425996.53500785,1484453.71083807,"2.36700739231716","0.0234284404784384"
"sp|P54577|SYYC_HUMAN",733178.013691978,802144.435331821,748152.2955,687453.841199725,1384884.10787205,1255098.85723557,318616.204398265,3320863.61655848,3037062.67536638,3096595.88224592,3127859.56584117,2456993.07948602,2495950.82260807,"2.98423810177092","0.0303613959497451"
"sp|P34897|GLYM_HUMAN",123043.031395519,151343.026416773,214380.6032,215731.72029615,315987.718719359,331916.732454173,53938.7856801269,2367228.33755833,2442895.10549996,2732804.57397953,2910137.32590874,1542787.13578701,1451245.16030882,"-0.547341580715569","-0.00548124371530649"
"sp|Q9UJU6|DBNL_HUMAN",477415.47732397,682507.19318591,903052.6626,793707.71138828,1222480.4074221,1169489.37774185,315183.214264746,3946269.52589777,3963188.11525161,3906282.86128803,4022804.14142473,3071218.02293357,2859376.42706562,"3.78661240717745","0.0357766100757355"
"sp|P09238|MMP10_HUMAN;sp|P08254|MMP3_HUMAN",36836.6826982315,38401.3055406945,113338.2724,140117.993973383,64299.1478131622,90856.7309637799,23333.6598015376,196821.761968626,220250.569699281,13129679.577867,10999743.131675,122056.568154567,166149.112380602,"1.03604355536661","0.00977155563500011"
"sp|P16152|CBR1_HUMAN",1666801.50938011,1605962.37137231,2259452.845,2014495.75034004,3438626.22551271,3361336.16082733,931481.113720484,4812390.09317738,5020434.28093053,4625529.74166084,5997729.31665451,11005299.0055786,10313998.7470787,"-0.640677042337038","-0.00632122232715164"
"sp|P35232|PHB_HUMAN",2026638.75702433,2490330.96831666,2795549.813,2643500.68646768,3475383.54097201,3670710.48974055,927433.365408989,8712107.28449723,8513321.30560191,9758016.93935449,7786453.93151428,7709595.54388746,8724207.05069768,"0.876328263396847","0.00872466975702598"
"sp|Q96AE4|FUBP1_HUMAN",226126.992123196,276827.693176719,580553.9441,492716.554905775,843011.043663516,671424.921325019,152325.579626135,2520381.8149531,2394045.50040167,2830653.03189771,2827739.39077885,1825647.10941498,1867014.23548117,"4.23996102995432","0.0420763720422621"
"sp|P52907|CAZA1_HUMAN;sp|Q6P3V2|Z585A_HUMAN",360430.276262255,406297.396444304,596597.3765,612130.689621882,838020.398779511,956670.451173078,215371.629357706,2301393.48959019,2111451.28588097,2482559.87581316,2613105.82308226,2246267.80549703,2090869.4490476,"3.0640677343047","0.0305973643176311"
"sp|P12236|ADT3_HUMAN;sp|P12235|ADT1_HUMAN;sp|Q9H0C2|ADT4_HUMAN",6245242.48379422,6900446.8164567,5841514.337,5010346.49352834,12363152.809313,10652586.4275313,1507462.45408176,17097596.5948915,20179746.153016,13221935.0326479,13619192.8421325,31546508.4548647,24180951.0134961,"4.19867694580566","0.0420836050569812"
"sp|Q9UGI8|TES_HUMAN",291219.41720635,303248.882181705,625738.5886,492622.713636279,1130422.91641508,1193073.51391222,106864.648823691,779027.449995653,805680.78493262,1651281.72172218,2049229.26531105,734121.82000084,1030218.03132267,"-4.02980901199324","-0.0421651464292751"
"sp|P30740|ILEU_HUMAN",3050586.63635742,3366565.39788175,5091523.105,4650913.98653219,5647610.33933867,5579790.60189855,692913.361684242,4887278.48627654,4789111.68690978,6583020.76476688,6767985.27518807,8451970.30090168,8751299.8849352,"-0.332501440125607","-0.00341630273829793"
"sp|Q99536|VAT1_HUMAN",1819491.10305173,2652485.1429127,4411654.934,3758124.83270902,6777400.02056159,5920253.03352746,964841.627025309,4115843.23517585,4801385.62209341,6387184.54410866,6612228.53554087,3885669.33085533,3255024.72587077,"-0.774459359126912","-0.00778186412354713"
"sp|O60701|UGDH_HUMAN",585745.146696248,583965.555853348,922538.7539,793172.928559707,1029756.30273878,1076873.68499334,493541.332128802,3488967.12250271,4148893.61044656,4356315.97873233,3623305.84288514,4363516.72110663,4152931.01263494,"0.270217016468494","0.00275793394557423"
"sp|P35611|ADDA_HUMAN",904718.461727289,1234978.85928816,1910518.483,1687163.07922099,2502018.88144777,2310678.78912553,1334745.61882394,1526136.83744866,1750817.76205733,2852060.42191407,3057305.98607843,1146807.07980346,1255184.31920718,"-0.402639251235467","-0.00392299334756906"
"sp|Q9NZ08|ERAP1_HUMAN",279140.352419833,440117.577431703,669378.6233,649790.369849327,1066905.17664754,1034973.72088435,172847.930396148,2363067.4976609,2223355.9765691,1776620.44954569,1581833.18366251,3914902.24716781,3915798.56775085,"-2.80867621669719","-0.0284300483567166"
"sp|P00505|AATM_HUMAN",822963.291474217,942920.335102451,1334939.425,1088260.71755215,1549006.82321492,1798430.38997926,258804.052209649,2487580.93212259,2085283.02280251,3526379.98252258,3840827.54466404,3199980.31136215,2845816.72769591,"2.87148702610898","0.0293158988473014"
"sp|P09972|ALDOC_HUMAN",1748032.65740868,1965387.75077079,2701498.606,2224552.39577126,2935230.01164142,2271987.79851469,1362731.20218291,17233291.8059621,15407508.8871,10884430.1079066,10876152.2697902,10568762.135192,10560281.0184432,"5.38223070165717","0.0538595241498481"
"sp|Q15124|PGM5_HUMAN",807165.329760883,899198.919880352,2662995.009,2306627.35829952,3019894.99755241,2721504.51803379,499639.299125566,354553.155046874,408768.298365202,1672027.12630011,1705053.57128526,1167790.07965075,973284.889721325,"-6.31055346257873","-0.0632030454940448"
"sp|Q16822|PCKGM_HUMAN;sp|P35558|PCKGC_HUMAN",1069293.06915899,1198341.90678214,1127230.547,838792.814148834,1014250.30644329,901239.671148302,222206.308857973,3015011.11588643,3392885.33816266,3000106.6200854,2865190.55626909,2555574.98520657,2075481.67573717,"-1.03389467005529","-0.0102365062313771"
"sp|Q96HE7|ERO1A_HUMAN;sp|Q86YB8|ERO1B_HUMAN",244909.554898089,317518.438351132,411940.7346,329332.661500735,607625.700267301,482587.476876248,150540.785180276,3927833.58100561,3693067.27043687,1663349.43330208,1881026.76422824,3205678.26091106,2444255.07261479,"-0.966255376853173","-0.00943114377874439"
"sp|P11171|41_HUMAN",745699.78273232,1230372.79039117,1035124.837,814451.336129356,903161.327008839,1049722.3816586,898238.181676772,374359.473391675,392294.612769853,1077545.14616278,1086074.67010391,415942.64910979,376014.525361958,"1.71479939939285","0.0176596606533064"
"sp|P55265|DSRAD_HUMAN",148849.867420979,150008.246636966,219851.744,215790.587537975,604752.606947006,638714.911390268,49518.1837310262,2254534.58424972,2637778.28379747,1490809.93607334,1524738.53190791,1999102.50227294,2096379.72912022,"-0.986043020087539","-0.00975227488151696"
"sp|O94832|MYO1D_HUMAN",206510.13792078,221845.932964638,652323.7149,479301.14368177,613700.193361268,546442.903932846,145706.931170013,977907.805745381,1020201.73253259,1259165.0240677,1271702.02686615,888641.907790651,1098911.02216844,"3.26049426006667","0.0329021189326576"
"sp|Q04637|IF4G1_HUMAN;sp|O43432|IF4G3_HUMAN",152184.118485591,156229.797611795,308053.4373,248728.286766125,326051.727320711,341070.550101169,111896.817719086,1908150.8331888,1843400.05128874,1037271.83976382,1038746.9069464,1255364.3603397,1170063.37130037,"-5.93092447658934","-0.0593764284868965"
"sp|Q8WWI1|LMO7_HUMAN",328437.163771222,409394.248134064,876322.9248,772851.630166542,1329182.19671063,1409817.08069543,142103.793243547,506803.381068621,516077.60803715,591473.225675978,707640.107526477,604976.573752439,574539.416568962,"-0.584565630095965","-0.0057347366650295"
"sp|P29144|TPP2_HUMAN",183282.261737467,245963.901100396,306526.3754,288768.859410261,391168.902636652,362854.647576445,220202.827431441,500758.370014394,455310.422574298,760706.328304364,734946.672288402,999006.568041952,993343.998945771,"-1.6780651702797","-0.0173856078289558"
"sp|P53618|COPB_HUMAN",202180.100024701,249327.199580077,306447.6706,288733.555372998,743585.467992526,781621.391616845,96224.6596198202,2739936.54433959,2793528.85199618,1991878.80863836,1778138.16231393,3710343.9785259,3472108.8252698,"0.91744667121354","0.00907937881570611"
"sp|Q15029|U5S1_HUMAN",123006.847470827,161482.453154397,234320.0592,210655.706296947,380544.919589848,327786.535545672,60040.5521062328,1121265.07174127,1126486.37359793,1083546.50347232,885272.761803587,982645.367742345,884251.81069299,"1.6063500900441","0.0157453473297805"
"sp|Q14152|EIF3A_HUMAN",275158.790742667,283110.259043318,601543.523,571085.231946165,999345.260111131,876091.78882185,108215.768638249,3430083.87370706,3337894.08186255,2070100.24184013,1891525.73306792,2995128.12641988,3088697.49446088,"-2.97740911689078","-0.0291886050116903"
"sp|P38159|RBMX_HUMAN;sp|Q96E39|RMXL1_HUMAN;sp|O75526|RMXL2_HUMAN",1643414.25185335,1214834.6614581,2519839.08,2247689.45875933,2580631.8439745,3134330.546653,972103.755924956,7311081.72340034,6061697.91721922,7447514.76361385,8350107.22613924,4895047.42133189,4540004.00410566,"-3.02561258627654","-0.0315816244191716"
"sp|P42765|THIM_HUMAN",1117604.97279948,1245977.94113647,1342061.879,1250081.51322244,1362136.29225013,1523600.95940859,299419.611586198,1384156.80226291,1517025.51343553,1671593.07621889,1438051.11980238,2212585.11382702,2347904.95716599,"1.99240092904384","0.0195338476673923"
"sp|CATD_HUMAN|",940158.413641935,838763.931337429,304147.6107,199171.882342365,920886.483499929,625114.43310933,78420.5810338698,4512322.95104456,2819982.52622355,708208.410913118,633993.806570977,3495914.98971048,3579992.04530449,"0.596481807710881","0.00588683056051994"
"sp|P22695|QCR2_HUMAN",1399005.47493829,1664132.98372583,1872386.921,1761791.82108516,2690940.17099006,2226776.65694977,588097.707690267,4622602.41244391,4500938.47614189,4062949.24688806,4027360.40339225,5552971.26840026,5250005.78817769,"-1.88310997431304","-0.0185461730267929"
"sp|P28331|NDUS1_HUMAN",439025.844070062,471157.27118853,1173883.502,953524.818024726,1573645.23414338,1426131.5454548,211819.885384804,2623357.85070755,2798016.43621715,5318252.49223743,5304378.54089279,6206643.0815427,5213584.68752657,"-0.271152506670467","-0.002717132880178"
"sp|P32926|DSG3_HUMAN",73671.2233150278,86799.584755864,128805.6892,84936.6172642148,138812.651503307,141193.556503415,129694.551567777,13478589.6333439,13634963.6169027,863177.661823828,877640.616216272,2737241.25650517,2614199.73617854,"1.7364777141613","0.0184296654309138"
"sp|P11586|C1TC_HUMAN",1988468.31483679,2226735.37781899,1945142.81,2087583.20494049,7360261.18852493,6381971.67312832,395536.428851007,4453770.56516817,4041215.61394905,7878930.01263476,9183496.10971718,3517843.59147071,3509732.84485125,"0.524686848772479","0.00552318003494618"
"sp|Q08378|GOGA3_HUMAN",110665.620216771,145717.86704206,292824.5223,238846.07534481,267151.895651557,220305.830445664,72268.9139751695,600163.056535413,606080.444941382,724006.123312345,747059.733100634,794903.380334857,710131.331432517,"-3.12704877173167","-0.0313505517264249"
"sp|Q8N163|CCAR2_HUMAN",392807.551481697,477624.172059659,1053464.809,778188.831928364,1468826.92997483,1311641.54438472,288014.479884334,3920073.40799415,3428057.25584904,4524991.56317201,4384013.85746767,2954221.05161323,3085915.41648779,"2.01745497461197","0.0198132344046654"
"sp|P26640|SYVC_HUMAN",254548.043073438,224104.39079837,260317.1971,235770.264266725,379175.192702741,288228.938051238,71617.914610747,1098503.80929369,1053474.98153532,2146870.95319566,2138483.39257721,1146439.96120965,1143004.05817421,"-0.481082013596459","-0.00504709775288925"
"sp|P35998|PRS7_HUMAN",632472.01238644,639161.83601504,974703.704,743611.148554778,1019868.2943324,1071506.30233675,530405.661249461,2986095.72565885,2809539.70665983,2232979.93065819,2483548.4053815,2481759.51878377,2617110.30434001,"4.39741070984933","0.0442244221730086"
"sp|P58107|EPIPL_HUMAN",72223.1633702296,85563.6737630295,145819.0908,140962.822112803,218234.661588822,184360.513461043,22122.430128094,1896791.53060613,1832346.17264955,369028.66034173,415476.895814883,1526388.05040977,1483827.24552984,"5.37357747761455","0.0552955638403322"
"sp|Q9Y4G6|TLN2_HUMAN;sp|Q9H427|KCNKF_HUMAN",122911.133435571,90331.0508191899,265584.8469,341680.26849267,424769.718454336,483916.344422737,74181.4677030798,584409.146351697,611120.24941568,853396.8300653,857452.108990532,638988.08727469,650420.247038934,"-0.903478552701919","-0.00906775096522288"
"sp|P05388|RLA0_HUMAN;sp|Q8NHW5|RLA0L_HUMAN",1170851.40416799,1550334.80622114,2115199.264,1921231.74942774,4214467.99786439,4362087.92503084,576376.464864755,10312372.3138349,11198302.2981442,11451350.1621631,11452190.4924254,14273895.4605661,13222096.3669856,"0.908825819437775","0.00909051334413112"
"sp|P02743|SAMP_HUMAN",4959457.26654246,6139767.63983943,17700000,16218228.6546484,14469467.7323811,15307498.1437635,12276328.8380892,4242830.42997307,4048951.02059714,19028642.937992,16010901.228227,6426815.5020556,5942482.82585675,"-2.5635123714773","-0.0242811746006382"
"sp|Q9H0U4|RAB1B_HUMAN;sp|Q92928|RAB1C_HUMAN",7531027.70104596,6520107.22814807,10500000,6048796.97274076,17491571.7524354,19067234.529951,2845021.21915593,24560833.2037728,16907354.8849593,27111606.3098824,26305238.1087397,14273895.4605661,15485338.0874606,"2.16315154404903","0.0217007164032986"
"sp|P01877|IGHA2_HUMAN",525865.569353056,320845.428201024,3694103.994,2566315.01361917,923898.221703194,1647914.2618515,582127.402237091,1002622.4155471,953038.791686266,3418459.33889484,3616749.2178751,1882313.57957612,2174633.9453043,"-3.21534383585069","-0.0334476388969495"
"sp|P01889|1B07_HUMAN",18460202.0476858,19723324.3651479,37100000,40948787.2661564,59526291.3040996,55679905.5287771,6421464.31530821,89694534.5176453,85354872.2418109,102384202.710612,107783150.952044,46180250.0194787,50029553.8210265,"-1.23449692186559","-0.0123226941309662"
"sp|P26641|EF1G_HUMAN",397100.347619217,459314.567933888,840568.617,783002.802541382,1103968.54882306,1332395.44052111,356731.506914587,7226469.92847462,7335611.14718323,5265323.106093,5412330.18031118,7006064.47053365,8470999.29897741,"2.83343696010622","0.0289842723733517"
"sp|O00299|CLIC1_HUMAN",2949507.00790978,2919312.5093194,7947972.203,6701813.55551728,9524206.60865593,8800463.31562529,845893.349480801,16147730.1173976,15271159.250931,20039013.3594783,20326774.902208,14753690.2659633,14532394.2051553,"2.01758710768225","0.0204024855373384"
"sp|P02790|HEMO_HUMAN",13133377.5762143,14561572.8095307,55100000,51880411.0002288,40203141.3576919,35180390.4707547,13220661.8256346,20218586.4495146,21952291.4232133,56749138.6734805,59272192.3619005,38023738.3277266,36211867.5276001,"1.60897401045744","0.0154287046565533"
"sp|P10412|H14_HUMAN",19470461.8612408,21842359.214296,38600000,37454251.8101825,75918916.1401516,75284245.2567549,11426429.1492984,79110308.054141,75401348.8014719,170079020.950194,165859650.672638,123547162.389774,131029783.816974,"2.50668548675295","0.0252128468227953"
"sp|P21796|VDAC1_HUMAN",1419332.53701386,1460337.14185074,1620751.526,1817545.7508076,2391847.85594416,2159558.7658732,362030.358089798,6053465.7926742,5281824.90260722,5090104.60529267,4798904.30567067,8395239.83570941,7804508.45252596,"1.49474869827089","0.0157598816308676"
"sp|Q9NR12|PDLI7_HUMAN",513469.860532249,614673.941662896,1135719.823,1314535.8855374,1969854.29050473,2054626.3593393,225206.335726232,1264577.65954614,1130918.67717686,3415164.96382941,3902514.82435297,1054055.39790187,1191892.63346431,"-0.211103303248436","-0.00206097474690713"
"sp|P50453|SPB9_HUMAN",560139.829767368,590549.933951813,1541637.743,1380137.52101084,2330932.39683252,2450417.20769399,363810.106350688,1726946.23957566,1846914.38816869,3687797.11300493,4040203.4900763,1915395.10754676,2192044.49685831,"-3.17790087884732","-0.0310749980294407"
"sp|Q14974|IMB1_HUMAN",411007.633072453,370372.632099422,502010.8531,489485.992536386,1020782.33793537,1039757.50383145,383101.646273089,2812203.11191671,2704266.81002813,2842946.31995668,2711465.61442396,2292369.94972014,2393903.1009518,"-0.378290948575601","-0.00368725121048934"
"sp|P36955|PEDF_HUMAN",1055430.91219531,1228446.87785807,3737800.595,3206343.48424355,3113354.36202489,3407776.01020334,1141849.85133841,4091367.85874516,3622191.99463167,13116284.7806066,12089595.3834329,4079866.39469008,4047693.77231926,"-5.15622853295916","-0.0505361239625261"
"sp|P02749|APOH_HUMAN",5234982.67023927,5076325.19819213,13200000,10214795.9482316,10897890.2541351,10025963.6965001,3710698.42688278,7315284.90834534,8236528.45176904,11234071.284509,18789455.7919569,11180708.964924,10649103.7312977,"3.21988744434904","0.0329156234481388"
"sp|B5ME19|EIFCL_HUMAN",301298.529143201,376054.714074938,725241.9882,626000.604786672,998938.02060496,771489.408098684,258011.900843879,2042220.38034999,2173710.48637302,2633600.29662486,2586429.61791529,2141319.2949924,2130975.75522149,"0.760108954953804","0.00787446676008416"
"sp|Q99497|PARK7_HUMAN",1848175.62898069,1957412.65173086,2709561.984,2305727.2340647,4444964.18192643,4213971.35823886,994696.915097314,6080484.84232707,6576467.933609,5848189.77608961,6213993.3000904,7404849.97850511,8341156.98448808,"-5.33626821180017","-0.0538791150226841"
"sp|P14780|MMP9_HUMAN",492314.864823764,558358.175933741,1709642.341,1409522.72647882,778347.980229203,718430.929351498,758908.116902497,3829421.01726498,4272925.61546405,1334386.36909201,1429809.78811622,1157420.83576168,1104730.99042041,"-4.25948210250874","-0.0425489114147703"
"sp|P50991|TCPD_HUMAN",509223.1737088,591459.561718003,879724.945,849603.514949264,1135534.76598607,1569541.68856136,410726.345178989,3652163.74713465,3772388.46129976,3715853.01656259,3997125.4445519,2693755.4141641,2275999.18046386,"0.758954740076381","0.00779831654075195"
"sp|Q9UNH7|SNX6_HUMAN;sp|Q86XE0|SNX32_HUMAN",153304.234823769,159292.722195264,323948.8442,298584.312032656,331138.344612607,389062.480334978,86408.5700206777,1034729.27395789,998818.961813586,877429.379666322,919882.860627471,1005622.42538778,1003238.10068515,"-0.882287014509709","-0.00848070470275335"
"sp|Q13310|PABP4_HUMAN;sp|Q9H361|PABP3_HUMAN;sp|Q4VXU2|PAP1L_HUMAN",1051950.43534463,1802242.23244801,1751696.333,1301738.09743464,1668538.49814184,1866123.34702279,809925.29765845,9976705.99851232,7943262.19622076,4925692.14749829,6337019.21086724,4428189.09776908,5712520.48678769,"-1.01401371330733","-0.0103579879677274"
"sp|P11766|ADHX_HUMAN",1790431.15125899,1377033.17332663,3262875.609,2370885.05009471,3209647.26954236,1725766.47509335,1101759.39129423,5194259.70514208,5889386.80488913,3270145.49865071,6620810.77491389,4994434.27639849,4463301.6165338,"2.21055083428611","0.0223871861439769"
"sp|P01891|1A68_HUMAN",17358100.4328986,23689722.928938,35700000,34945354.5597396,60991553.8592774,63288895.8341566,5854864.52278102,77617660.7323647,81264383.1567401,82513584.4213812,90018574.566921,74847989.6419603,74567858.7903871,"-0.728120538006259","-0.00715613302704955"
"sp|Q16666|IF16_HUMAN;sp|Q6K0P9|IFIX_HUMAN",115547.097227379,129798.598557852,286984.3241,277723.914701215,486392.015368902,492079.060915049,80948.6343355849,974028.842117524,993370.077479413,1163685.8714847,1171013.46678651,1108413.61507721,1127205.34187046,"-1.22840491115408","-0.0124724337213073"
"sp|Q15075|EEA1_HUMAN",315952.40408376,381113.517429827,698497.243,675989.809039517,961400.558150775,1002531.81229073,205781.990667327,1287204.50123207,1186651.5564645,1968442.44157614,2102461.1634918,1017554.39046542,1201187.16804684,"0.742675720075831","0.00709081146607016"
"sp|P21399|ACOC_HUMAN",307948.802741321,314609.253712366,706563.8186,587161.821164954,1123001.38172046,935003.546023722,235752.419985654,2111290.28492413,2091410.71452858,3407964.66847748,3503141.47911067,2276262.66954611,2316787.1547939,"0.553624888513288","0.0056158700929552"
"sp|Q16401|PSMD5_HUMAN",697640.723703505,619559.167320834,1101560.76,953723.806729971,1301295.02670798,1383663.654366,456906.49136396,4774286.38804905,4597132.05229855,2408371.21322035,3116648.36559838,4270930.77508451,4010665.11157536,"-1.6207828521205","-0.0158751160240641"
"sp|Q6UWY5|OLFL1_HUMAN",277253.880677395,268689.737071809,2842079.84,2108019.78769994,3205700.46579741,3430022.79829421,654065.911097912,159159.220833124,172784.995763288,1277046.26576938,1374610.86997793,513431.11674274,519572.703018832,"-0.452316415292502","-0.00457597609312854"
"sp|P36952|SPB5_HUMAN",132267.731019347,192058.977239045,83764.43422,118427.863462037,162073.743744629,179670.014586671,27888.2959176388,5880077.41826554,5722553.71917366,2186566.12530265,2138640.2384135,2839692.01282827,2899882.39909493,"0.559599367715095","0.00594517053713491"
"sp|P08575|PTPRC_HUMAN",418094.589867751,523074.070859325,531673.2368,557621.953113105,964451.081853876,857380.521209479,133248.945102958,2382548.12198843,2441914.21167135,3279863.4451226,2921627.69646943,2648421.41422751,2639108.34799349,"-1.19353567187643","-0.0116999176106366"
"sp|P43304|GPDM_HUMAN",227670.365259709,299196.174404827,396081.4162,388559.065676813,467526.010306032,422628.352095287,144998.025542878,1308381.32343261,1214369.45020171,731715.388385823,909273.473842697,1428603.98827419,1416164.2370513,"2.14623127369479","0.021457070536551"
"sp|P62269|RS18_HUMAN",327513.673933189,301159.328758068,916946.9877,762402.113619217,937068.605054148,1114552.89205011,202436.180174801,3653272.87908138,3657135.09172213,3660937.07714235,3276119.46465116,3232927.93460004,3143690.33141901,"4.92208158444788","0.0479131998166858"
"sp|P67775|PP2AA_HUMAN",150637.200255551,196776.489819146,339985.6868,379914.685916609,267696.673950628,237617.96094897,83004.643340216,1265230.16462365,1197727.68695526,595074.806225594,767553.120598252,923823.862628414,1053454.03698834,"3.60978086245642","0.0352468858592326"
"sp|Q00688|FKBP3_HUMAN",162315.587320962,175549.12113684,398099.0056,241308.645090696,490382.41085803,446751.543871697,112126.279255847,963291.853377777,1138195.89927981,1411515.50329235,1774233.95424702,1111139.07267645,1057385.32633191,"4.71386316595087","0.044857422396439"
