"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"sp|Q9Y2Z0|SUGT1_HUMAN",25503.9765408942,28182.0219369962,41235.721,43765.5849443053,68730.5436665751,80167.4858800931,34795.0105027571,135040.84614092,155918.224938486,214047.561153878,190938.48426214,172286.838695368,138653.40503591,"-0.604844255216567","-0.0059336056298309"
"sp|O14786|NRP1_HUMAN",56364.8475876115,68198.6060032144,181855.5762,215617.772992899,215419.964384506,231756.661544292,60400.1106685726,148942.636390267,146513.435700322,322190.270391869,300710.615604388,295131.817429136,290717.397190191,"-3.85724389321643","-0.0383675557384286"
"sp|Q9UKD2|MRT4_HUMAN",11236.6935857145,11298.8999597146,7318.057703,6700.52829852986,12437.0859650068,8739.93738292319,8909.08789827088,103353.874306768,75971.3554694195,101766.458344989,118620.547612041,97032.8827576546,123696.183087713,"2.46388648821507","0.02517785376462"
"sp|Q9NTI5|PDS5B_HUMAN",33318.9495917637,33353.8690093086,98232.34228,79468.1484839507,123364.315670413,153184.651694774,11885.7457499847,199621.853681825,197089.188469214,439480.374808194,401306.75752514,116618.865581422,153997.276102564,"0.81807626700808","0.00848812058532603"
"sp|O15498|YKT6_HUMAN",27072.6149069009,45255.4394378332,156039.5345,37922.1738262815,173826.167062,125279.473233208,34828.432411399,676974.592048894,573802.986510411,586660.971631533,604732.64629376,386121.388135608,409209.673211974,"9.24761069269651","0.0918283329948824"
"sp|Q96KP1|EXOC2_HUMAN",42070.683602576,47885.8456611745,70762.90472,76860.0656992558,95509.9744174113,94693.6862481475,9487.23339392536,105507.194417927,110856.147492025,46512.0644515739,37989.4318984984,111690.089442903,135118.628852037,"5.37412690347775","0.0542790416952861"
"sp|Q5VW32|BROX_HUMAN",19093.106773178,19589.478544451,11315.3907,8876.34245578649,5977.89795590016,14281.3048360407,15408.1295131875,71155.1877442353,60064.8793428675,23145.8451343853,19628.2294653881,74587.3051533076,89583.8325758474,"-1.15657607175326","-0.0116649540044526"
"sp|Q9BYX2|TBD2A_HUMAN",27664.2037761246,40606.0146640216,40191.13825,35449.0750719481,74442.6890252734,78777.2098967789,3593.2079506393,112041.45024056,151272.746066282,89830.3448855207,99697.3569290116,89156.2290905788,77568.3918227449,"4.88619860064041","0.0492551886622534"
"sp|Q9NY27|PP4R2_HUMAN",8826.25760769014,15210.1638936736,21830.52458,18664.6638346423,68643.3484378101,76921.3229494788,630.22936520668,323025.820079749,330589.837032038,160898.537268803,154294.901299617,219139.939875527,213992.922285028,"0.596663417597864","0.00617750360863572"
"sp|Q4V328|GRAP1_HUMAN",6441.54990715337,24082.573929273,37561.75299,30089.0761346166,59888.7344004869,59845.0501537772,8265.79044286986,84924.9229829532,109519.081743748,78373.0510038075,64996.9005004533,57612.5823118565,68991.4466874839,"-5.03983843241409","-0.0499169210805957"
"sp|Q7L2E3|DHX30_HUMAN",580.785601261576,2524.21023114704,20371.62257,11826.7317155705,29101.6866549745,15760.9760893128,3235.5484830159,49970.2493417289,34469.2247970269,69986.5334580414,47376.1319824085,31259.4109982877,35365.1786153827,"4.48249593035699","0.0450173504233238"
"sp|Q9NYL4|FKB11_HUMAN",10488.7456938611,11159.9083780252,32521.37861,37484.8735283484,41157.2115836684,44844.7998338173,16696.6851614582,149597.094257566,108283.347854491,258905.202574394,350694.248523757,291119.519454953,295713.990123346,"8.25158043886772","0.0865002908292216"
"sp|P55160|NCKPL_HUMAN",5130.03159531152,5895.08640226941,377.5018271,1114.6833472561,3251.71477159633,8455.58063085564,1321.13514814521,24056.7976980674,113968.616889732,14305.9852571358,20614.3508197993,93131.4157162311,142982.470666302,"-0.663387968549688","-0.00711866556180842"
"sp|Q15036|SNX17_HUMAN",5269.6337965968,4897.16209322123,18951.93963,15540.9632125721,53490.6575042536,42498.6114561789,215.226875811994,128832.997481737,84014.8977194757,114302.6833202,112389.024222849,207762.271540928,261283.313722463,"1.93486152489827","0.0195315060861852"
"sp|Q2M2I8|AAK1_HUMAN",7533.6787284148,8695.60159834951,8078.253441,6534.05777254567,24729.1500320875,19794.9155554732,4.72166493772663e-06,28043.776165876,21651.1498212949,148887.526329793,130013.399376933,125610.680081901,115116.084363351,"3.56379250113783","0.037479138307557"
"sp|Q8NB37|PDDC1_HUMAN",1171.57480254432,6154.50373961919,13145.24349,30511.5330079055,34659.3501609012,26886.8945560384,1803.12940078139,36225.3175592522,16821.3806990351,13626.670612082,26309.3213307845,49122.6035265035,52961.7063043683,"0.432205884189675","0.0043019314322653"
"sp|P54619|AAKG1_HUMAN;sp|Q9UGJ0|AAKG2_HUMAN",70656.7561262843,91142.9908071637,158607.2728,130093.003808046,132124.282357639,151970.203400069,27430.7457484657,794656.665643364,771114.417932749,281103.312524092,327405.313866188,160987.729683179,177921.665200802,"1.95367556861546","0.0192566237444915"
"sp|O60271|JIP4_HUMAN",11931.0306721188,14720.2500619661,2358.927484,5487.90676994782,54510.2844286326,67079.9414251001,997.389767489934,67091.474720128,55623.8080051041,63335.6140900567,66215.0491377922,129290.97660367,146593.864729492,"-2.03920130947361","-0.0207847047819661"
"sp|O43719|HTSF1_HUMAN",3912.59798777051,10133.4005882864,3116.117082,3633.81273998356,15890.0998462329,14593.2424117843,7626.95115517306,62928.4469273885,63602.0443015956,9866.08491014524,8329.36042661786,79070.907735904,77352.3959542888,"-6.43243123920998","-0.0654513079710553"
"sp|Q9Y371|SHLB1_HUMAN",51879.9032020951,48320.1023796916,53948.13669,48781.3417098838,330678.711072198,338213.736877025,12523.9596342738,202152.628395708,202491.903725783,336785.726187062,337286.799183341,256946.092818339,253275.679942555,"-1.47947628492594","-0.0151527138465263"
"sp|Q8NE86|MCU_HUMAN",23343.421926379,31296.0258772384,24227.26242,24277.0493947212,58364.9291939162,53095.9815178708,8761.43428706745,89790.9674049543,98799.1429706174,93251.768693331,73482.2266789164,104696.638287213,120352.116704175,"3.92847559561556","0.0382185710536044"
"sp|P22033|MUTA_HUMAN",22539.0003548169,33241.9981885408,54844.50733,49843.3560522441,37463.0094141783,41973.2350422649,14887.6571197097,96827.1480078544,89673.0961706514,118811.640902586,117331.879482428,116772.09449377,115890.456710964,"2.86681113618802","0.0275514094993479"
"sp|O95182|NDUA7_HUMAN",3560.59965736337,699.43935581827,993.7243716,448.191740692053,11391.9828227913,9675.89390753837,831.520340774456,5590.42746314835,7481.57351451195,49352.7041867916,58511.5882905875,6144.92011390183,6800.43115241237,"1.89567492720805","0.0191881418737835"
"sp|Q9BXJ9|NAA15_HUMAN",3524.28970138271,4017.53209830681,14565.13881,12306.3156953932,9107.71341722768,13279.5465205829,1484.94335894561,172916.590384369,140323.294750095,55839.7566279676,101154.956921969,65515.8594328378,65119.1023548103,"0.119462335431204","0.00126855342605024"
"sp|Q9BXW7|CECR5_HUMAN",3563.92388789049,3761.66515983606,3034.1962,1674.05787593813,5479.72982721521,2711.2746119129,236.439965225561,46560.4382959181,81282.9875601017,36189.6873998208,13442.723002707,45254.3304409684,55707.8616045808,"2.06271266987317","0.0211043687550629"
"sp|Q4G0F5|VP26B_HUMAN",5717.35963866647,4489.52393795012,12487.83001,8188.08389063227,13388.8668830829,12604.5495352159,13361.773763655,10807.1740481008,18906.215544674,26474.6451871886,26091.2130546503,30733.8857505011,29129.334265497,"-0.603529007525381","-0.00584917698187769"
"sp|Q9NUQ8|ABCF3_HUMAN",5136.74068481244,4310.70575534507,27762.45899,8752.75342904067,13102.4807122526,15797.7555046203,4441.51003340759,202301.393633814,204802.616101352,153148.504287682,103891.934444391,121071.123961043,138200.852700911,"1.33572768006433","0.013595972794852"
"sp|NQO2_HUMAN|",4.59209006161339e-06,5.43342269012339e-06,5777.873623,8.96034732301016e-06,197042.654879565,164965.07238519,509.431191277885,20379.4751184325,18476.4303653389,423010.607450523,409636.749137405,8023.74340337583,17931.7547405513,"0.415874303263747","0.003950039642054"
"sp|O60885|BRD4_HUMAN",4.59209006161339e-06,5.43342269012339e-06,1e-05,417.572234208616,1003.83928538889,1196.26991914874,400.655365799863,27066.3738462317,15636.1025563231,872.450793559634,622.097406119417,55065.0915452594,49170.1030486018,"6.9925631321001","0.07260898569819"
"sp|O14841|OPLA_HUMAN",30644.6149641984,23634.5018098845,122759.5926,114068.747497798,79201.7497485371,48188.046990707,8750.88687139295,268236.175968488,225638.308584512,207406.077433185,187202.877398318,60955.3520282481,61039.6443768423,"2.96622558211457","0.0289205524666577"
"sp|O00139|KIF2A_HUMAN",17673.9713704576,18026.3651419895,50691.72146,50556.7385218167,100728.758941258,95892.2953105634,20290.7804574223,68226.4058409859,53782.5586757095,228729.645435429,243318.028502395,155952.998814488,200175.595966153,"6.41088756861708","0.0626668535019644"
"sp|Q9UGQ3|GTR6_HUMAN;sp|O75762|TRPA1_HUMAN",132261.004571746,105590.892284616,370497.0549,548561.427494161,233908.989810862,301460.763437406,78422.3155847013,461384.009094708,429193.749698636,1387104.0910529,1430113.27830999,685521.560190774,541488.771342488,"-1.11823844277662","-0.0110935202413862"
"sp|Q9H2P0|ADNP_HUMAN;sp|Q8TF66|LRC15_HUMAN",31800.5806014649,24375.5944539862,98205.36722,70589.2976703267,80219.1222199487,86842.0600391776,21558.8843037269,307626.941353631,364358.36368034,373311.637903102,298742.259887367,56581.5873710925,64741.4446549708,"-1.5061588180245","-0.0153648340477487"
"sp|P02656|APOC3_HUMAN",1486073.53083266,1537353.96603463,1796475.533,1493435.3881444,2571178.48647354,2379838.6189574,3062809.09047601,690810.090831818,646627.979348598,2299300.06584551,2065839.70962294,901671.254149498,885992.2208245,"-2.68123624489175","-0.0270153967392115"
"sp|O43236|SEPT4_HUMAN",11518.1000791532,13856.9661149682,23070.99229,18396.04685093,220692.75729561,217516.035596814,4369.81307878682,74666.5814598799,105304.020399587,98940.8992134477,170659.014240436,102641.187768986,116592.838829607,"0.174974055399786","0.00178144051217832"
"sp|Q66LE6|2ABD_HUMAN;sp|Q00005|2ABB_HUMAN",2251.94483420282,1307.12139203394,6571.000849,7463.27402489227,87504.1885875409,89286.715957529,617.694362787977,280749.585182944,88745.2281565095,24756.9350451763,32129.7762998848,809454.986066632,597742.453592487,"1.73400326111551","0.0164947310514954"
"sp|Q8NHV1|GIMA7_HUMAN",24753.1640435632,30399.6934029656,26013.3326,24786.4977910352,116180.641075851,119057.318895577,1433.50982035895,21110.5277216838,39292.7635453766,103406.187609525,98545.9827208618,99645.6568884122,108090.667448574,"-0.875092238842508","-0.00876230165051448"
"sp|Q460N5|PAR14_HUMAN",1762.61869537736,3312.34447523055,7325.038942,11819.1602579239,17870.4691886861,19725.1744507022,412.627256036629,28970.8823499219,35009.8706024351,57698.2814220421,82730.1048315746,30529.6239074864,33954.1599215154,"1.51578254171288","0.0150152909003274"
"sp|P22570|ADRO_HUMAN",1612272.25652928,575697.681721837,755433.5383,653362.293405836,898366.937193581,1769780.60073939,358631.345812637,504970.709094029,814166.233476523,1934229.28341562,2200345.46032457,1152050.32325725,911507.585112287,"-4.05349380190906","-0.041156023490516"
"sp|P48595|SPB10_HUMAN",1760.08439572342,1090.14302458213,2637.158815,2757.00686823598,1170.6525213303,1212.04331666408,3853.0823049465,108772.577302399,73851.3385862242,280.577426338968,2117.25003838996,21261.4587783171,43522.9186028324,"-1.41666667967759","-0.0139549648003588"
"sp|Q9NWV8|BABA1_HUMAN",11795.9798749772,12107.1094085703,8717.321136,16438.0086362098,53111.4472802368,59982.9053821569,4.72166493772663e-06,52124.5612220461,57207.7802968085,148588.626865091,202397.899194413,36770.7709982449,72345.2864753908,"-0.637445203623004","-0.00648543560218836"
"sp|BID_HUMAN|",23970.2537000144,29029.839304001,42383.28063,29755.9078948339,39789.9667689091,50517.1438573829,13628.7706149533,634766.678333911,657629.587673011,123258.108589958,128068.81918818,202057.281842889,197962.227754938,"1.70910413067173","0.0177262090058645"
"sp|Q92530|PSMF1_HUMAN",139785.712041477,176753.786471816,87360.13325,69082.4612664731,206111.809274348,226299.816676533,145514.822630141,120996.034740307,138246.770237526,296948.334844724,315674.280269119,21859.9920386515,33752.66442835,"-1.78737262025141","-0.0176572189798224"
"sp|Q96EY1|DNJA3_HUMAN",31468.4884042491,65101.9827888782,42054.08989,44956.3238244752,27086.4339991859,23756.7402251987,24393.7331202521,147779.428137891,113075.860420385,155143.11781037,117786.267300311,105538.15451064,123975.269141928,"-2.57749624425294","-0.0254407340816265"
"sp|Q9UIB8|SLAF5_HUMAN",7919.29507374815,9108.00082013666,9743.206,9276.38692700879,17241.1361189226,7681.00141634151,7962.48769942907,36557.6126871761,36329.2609246915,23258.9287893903,27882.257955492,60929.3199214404,58859.704662752,"-3.02470589418542","-0.0297526699554812"
"sp|Q9P265|DIP2B_HUMAN",14255.2404974789,23093.3979588846,34063.68707,33778.1723968406,109071.311430709,99986.1286753601,11381.0641008265,139906.45536124,131538.063396573,223304.2619091,200813.393098952,302588.97385526,319633.958753149,"-3.5485306798178","-0.0364064626595764"
"sp|Q9H2K8|TAOK3_HUMAN",12014.9534966974,21281.7500278494,30458.66058,20975.5459663783,20590.7320895304,7589.0474542053,19928.5660813182,49190.7900637067,33278.7517877167,61606.3001637044,56844.2571637097,14598.4627563577,15529.2389137323,"-0.0510403289721646","-0.000497369947099284"
"sp|P01130|LDLR_HUMAN",11447.6142473694,11537.9291119318,13439.80717,12758.1450352243,88429.354119407,86773.0413050909,7768.6843604227,27690.0787414678,10727.5865110535,43542.2054288805,44543.1748451628,20050.6289838092,25818.2859104177,"5.97023347268701","0.0599962063024104"
"sp|P0DJI9|SAA2_HUMAN",694.384697653228,534.846424710684,46180.57271,28903.3276392452,1202.67375654825,8.95175330044648e-06,1517.37889950563,3192.95257891136,2303.98997308944,2717.9222150834,1.70813234472336e-05,1.19948701349295e-05,1.19117985288158e-05,"0.419821198133842","0.00424602580658161"
"sp|Q9Y6Q5|AP1M2_HUMAN",2218.49457108182,1169.54190093736,544.9736023,2351.86843866452,1726.96767960248,4404.00921490171,186.646998537486,25302.2558114579,28820.5369511334,20278.7419286435,9657.83581869719,10919.4396831707,15495.3185784467,"1.537189149415","0.0158243459814668"
"sp|Q9UNK0|STX8_HUMAN",11778.7318285747,8573.66093380872,34745.08765,29983.2452573362,21164.2000371154,25504.7169464308,18833.4659175546,218395.328470344,213504.745487671,44603.4186329883,44366.9491883803,150068.993956146,131973.198498692,"1.52879398807654","0.0148624532923128"
"sp|Q03169|TNAP2_HUMAN",1356.03189390358,1515.65045359044,7485.455293,3868.65140509302,14534.4024726184,7402.70739585237,636.139283398302,15586.9303196068,11607.972655569,16510.4986174946,18426.0698521059,37958.4949664581,36504.7824413757,"7.69477832804478","0.0767941354000778"
"sp|Q5JSH3|WDR44_HUMAN",7085.85303134675,8623.37543110164,14512.79052,10239.4184181733,21912.779983302,24711.3191663513,702.30500774312,42117.1787645735,37609.7734525031,70855.1225050462,73911.6910694328,18138.4112010109,19981.89295593,"3.61651324880932","0.0377276527477495"
"sp|Q92665|RT31_HUMAN",9281.30381073718,17174.9135650173,17939.5232,21357.0299132254,8810.03124888593,31093.022518731,5420.5323476995,56018.0129190336,53434.9753378196,118755.108555726,111646.066730139,108506.687913268,135775.472700935,"1.37401969552003","0.0141234539103932"
"sp|Q16774|KGUA_HUMAN",39455.9998896884,66335.0143936923,151567.4944,61734.6333699058,144572.589083504,91238.2999853166,28832.9736056113,80319.3806908008,111725.41690481,136657.788835865,157254.45044799,131567.037756999,80191.1580193651,"1.80175199341367","0.0181478278172486"
"sp|O14929|HAT1_HUMAN",935.182558480991,2948.52621325109,842.0153956,3299.83474913311,1709.09861317375,7334.82264212333,4131.85164518856,54471.0991554783,54933.5972159153,38397.2148837493,78534.005865634,49036.5426842799,45265.8231364253,"1.82963441590868","0.0188049710296411"
"sp|O43314|VIP2_HUMAN",4779.80383385497,8369.34038250105,13236.36295,8738.95770196758,19866.4745768128,25644.0255188141,1635.28898019663,61843.6508312048,60644.175252463,68410.0398934451,58945.8738846468,61820.1427978128,60825.1068579683,"3.49208369567801","0.0375414853531163"
"sp|Q96PP8|GBP5_HUMAN",2116.67048952492,2917.54919413366,5282.659323,9405.34488186621,15959.3370552268,15762.4489123315,1822.95554720295,29637.6711260099,22269.5178235666,68139.9451296078,62581.0848428747,12648.4729835661,10988.6504369818,"3.51640997489122","0.035315407089518"
"sp|Q16204|CCDC6_HUMAN",9668.7090185303,14677.0445170845,31075.96303,24461.9094780696,18492.0844916242,6079.98423794039,10023.9818291666,126345.079535631,142760.539451679,51367.5717465041,43949.469396021,69085.6267528054,138439.142989288,"0.553037348062994","0.00595285364746213"
"sp|Q9BQE5|APOL2_HUMAN",14116.6422556596,14863.9736440769,21369.77358,17685.3926368706,51457.3623105181,40561.3675553146,3407.53727248064,102085.247823721,80745.7276843036,227816.272426751,116933.408350484,101105.620459484,88007.2667554471,"-2.77569311596349","-0.027333831437693"
