"Protein","S0","S0.1","S0.2","S0.3","S0.4","S0.5","S1","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","S1.8","S1.9","S1.10","S1.11","S1.12","S1.13","S1.14","S1.15","S1.16","S1.17","S1.18","S1.19","S1.20","S1.21","S1.22","S1.23","S1.24","S1.25","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","QM_fdr","QM_FDRup","QM_FDRdown"
"sp|O14737|PDCD5_HUMAN",186655.8891,220362.8611,3089810.271,3258486.313,303043.4028,282849.9847,1078712.952,1066795.955,862047.4899,934078.3445,5069424.918,4290554.431,2420258.875,2385918.766,2525091.72,2605189.928,2828909.126,2785148.81,2681767.24,2329472.891,1237354.578,1124471.571,1664113.014,1842942.983,1093534.186,1054215.679,2907204.82,2973890.834,746128.3228,781140.1524,1352043.873,1308743.651,1.11,3.1541,0.669765,0.477814,0.818908,0.635502524264665,0.620038776686058,0.812556714320047
"sp|P52824|DGKQ_HUMAN",8547.799,7699.4116,230515.1078,293674.1388,11.1267,0,292674.8114,279803.9356,148237.6636,161867.9724,146853.8779,88289.0039,54928.6718,47763.2632,55915.2588,71633.3975,47035.2201,72527.9431,119024.733,129057.7034,61164.3472,65849.5503,62979.0762,25853.1262,33383.753,62630.3594,235694.2542,186848.2173,49368.0724,55983.0601,9056.4599,3650.578,3.115,3.1469,0.66914,0.480858,0.818951,0.635140755589586,0.619991277385679,0.812607380312587
"sp|Q9HC38|GLOD4_HUMAN",1912880.755,277350.6553,13600000,14900000,1645235.439,1569951.73,7543451.907,8290237.817,5995079.212,5738371.591,7567288.482,12400000,5652496.921,5018863.304,7727787.267,8334881.281,1.2e+07,11100000,13100000,12300000,6780583.903,5957514.481,8732832.871,7978866.343,5016682.383,5820887.587,12200000,13600000,3372117.078,3292287.931,5332519.828,4432935.229,1.019,3.1301,0.667503,0.487783,0.819055,0.634049708044702,0.61961704416045,0.812730337551912
"sp|Q68D91|MBLC2_HUMAN",286074.3526,66049.0712,4787901.724,5857027.499,215222.1418,264480.5882,3189404.51,3322646.635,1878261.059,1852042.855,5428769.234,4515031.752,1140773.728,1264960.33,1242672.972,1178572.125,1663227.933,1493876.244,4516833.868,5027915.34,1677969.473,2281474.149,2729076.611,3003921.249,817096.9047,902482.5645,2715324.403,3310240.063,976766.0592,958461.4654,1211632.219,895270.5216,1.259,3.1055,0.664765,0.497458,0.819221,0.63206620713139,0.618631311496539,0.812923293126545
"sp|Q99570|PI3R4_HUMAN",38882.7661,50572.7404,197704.4565,315831.7186,58740.7664,76950.1693,222177.8338,224252.028,148882.5817,159380.4262,443458.5096,405509.9541,132453.4844,116625.1022,164813.0599,147239.8427,144283.3859,156693.3922,284133.9195,304662.7553,143570.6011,159014.3773,185865.3093,174937.0116,198669.6929,239405.365,152994.4209,157090.5845,87021.6364,80146.5462,236285.8557,190640.1413,0.701,3.0943,0.663423,0.501676,0.819301,0.631058086555049,0.618055743520306,0.813016627920446
"sp|P08514|ITA2B_HUMAN",806450.3652,723294.8611,60017.8894,68509.9558,132.8587,48.2123,0,175.6653,0,0,2006.4207,1226.0815,121399.4159,113769.9026,5902.8711,2113.895,968.0355,1225.2511,453.3872,458.9303,0.9912,0,0,0,865.5185,929.0148,1.3631,0,461.491,934.6598,84.5716,160.4686,-5.602,-3.0932,0.00047,0.814306,0.000141,0.000379234439503287,0.010344493152579,0.000111426561103251
"sp|Q92900|RENT1_HUMAN",531274.0091,91999.0772,1526938.601,1437038.959,247532.1421,234476.7881,1526661.509,1536236.251,627625.8982,655436.6575,2975419.942,2489130.829,936543.1052,923197.3981,2369470.348,2030193.293,3522853.105,3699228.358,2170435.2,2101727.403,745610.7576,729940.2189,978429.1403,1031095.317,806382.8679,888613.6145,1281476.622,1125164.468,532779.7943,489648.0011,897102.9642,829861.8776,1,3.0886,0.662725,0.503778,0.819343,0.630527445982073,0.617739886824813,0.813065521419062
"sp|Q01650|LAT1_HUMAN",209266.1294,62707.94,1882860.488,1744200.041,106405.4199,128125.9408,1759859.368,1444046.849,566330.5885,587295.6153,1810411.556,1609881.85,882692.207,1196194.34,891038.9746,490538.3824,1375133.126,1255480.637,1908845.241,1935338.891,664078.7298,655302.1262,1187821.503,1280004.296,893887.0685,925356.5109,578569.1783,585970.0123,254085.6021,238960.6686,1358870.311,1306220.797,1.148,3.0551,0.65854,0.515511,0.81961,0.627276138229241,0.615677307218549,0.81337304802423
"sp|Q5VIR6|VPS53_HUMAN",54753.4779,9525.6988,545824.0096,610694.9312,43663.4299,50038.2952,301651.9165,336847.347,137140.6265,221192.589,698664.6541,1083825.859,204588.5618,159897.4269,275840.3511,224175.0625,374282.1612,396734.3784,816246.661,488042.1431,247840.3442,207605.1528,335508.6662,359702.871,164724.8662,158699.9418,1090932.751,533457.0323,106194.7397,97725.6815,268148.7272,228629.4634,1.194,3.054,0.658402,0.515878,0.819619,0.627179146987908,0.615616791830254,0.8133837570783
"sp|Q9NVA2|SEP11_HUMAN",5980167.421,4532336.973,31600000,38300000,5512954.647,4169025.105,40900000,43500000,32800000,32800000,6.3e+07,50600000,23400000,20800000,13700000,13900000,17400000,19200000,66900000,69100000,27800000,34100000,31800000,39700000,8019829.085,9986547.769,39700000,46700000,27600000,22700000,13500000,8352466.983,1.038,3.0442,0.657196,0.519102,0.819703,0.626247418934618,0.615006786749771,0.813480951429753
"sp|Q5TH69|BIG3_HUMAN",38425.9292,638.3223,1211459.375,1072444.409,1013.9158,27436.0975,395838.8054,337899.3401,288941.0863,285712.3521,241465.3202,211733.6095,125230.5181,140459.298,87818.414,68470.5028,99638.7314,96725.9474,562637.1009,537323.5774,347243.3026,379213.3099,332789.1817,514378.0334,230306.8408,308254.3312,441174.3926,386041.2562,218278.1082,106626.273,192992.9453,277031.1888,1.99,3.0394,0.656609,0.520648,0.819746,0.625776915199335,0.614690636641239,0.813529748677492
"sp|Q9H3S7|PTN23_HUMAN",609683.6104,489084.8319,5947578.686,6990336.675,410074.5439,309206.4233,3387797.482,2852776.35,2845656.657,2821858.348,4377869.143,3416746.705,3897280.504,3041494.111,3284156.43,3065793.333,4609817.988,4934820.973,2976788.5,2827160.849,2431549.378,2206166.963,2555835.363,2851212.628,1550363.152,1638403.35,5130820.141,5955340.193,1016050.006,978482.0224,2086084.405,2229909.29,0.974,3.0295,0.655432,0.523772,0.819836,0.624839576321168,0.614062898679438,0.813632915690887
"sp|Q9UBT2|SAE2_HUMAN",819868.2212,172546.1949,1026623.758,1107518.712,624916.496,647789.448,754465.5194,852805.2593,720842.4553,565481.9661,4701777.966,3448903.243,1565301.283,2346286.155,6364601.176,6073825.088,9700575.128,9406348.601,2931849.47,2963168.471,1347755.254,1607207.863,1797790.951,2190031.122,1456787.012,2336836.308,1015830.003,1060693.078,953755.1645,571973.2571,1996470.194,1354882.319,1.064,3.0258,0.654999,0.524916,0.819871,0.624509820069333,0.613845581719252,0.813672358734562
"sp|Q8NCW5|NNRE_HUMAN",897675.9686,678189.5125,3662154.911,4412262.328,978799.9766,734880.588,1810115.359,2059249.816,1360297.139,1421025.108,9069046.379,8242834.516,1899002.109,2729519.077,6915492.65,6651341.423,6597195.007,7355292.069,7546146.183,7281836.543,3335338.811,3358118.04,5616791.538,6140928.527,1428157.522,1376818.001,3860978.601,3835939.063,2357055.932,2153052.225,4115495.443,2576773.55,0.957,3.0258,0.654999,0.524916,0.819871,0.624509820069333,0.613845581719252,0.813672358734562
"sp|Q9NXG2|THUM1_HUMAN",86008.638,52294.5598,141354.6246,167280.1438,18406.2344,14226.8544,125240.2542,89973.6736,68787.4823,66310.0167,957716.5711,617045.5059,164977.122,232643.8182,635312.8216,658292.2414,890359.8445,801269.822,477505.7931,492282.4029,131302.5735,94687.5925,171668.9322,187152.2176,78484.9444,49421.5709,129067.1646,159235.5126,189423.7238,72907.7851,148090.3317,97757.254,1.263,3.0257,0.654988,0.524947,0.819872,0.624501737646124,0.613840490399107,0.813673431522984
"sp|O95163|ELP1_HUMAN",39236.2391,34652.0628,619178.5243,557075.7223,16423.8255,49213.1303,429025.9943,312660.0947,224349.1822,222765.4427,179829.8239,222897.3307,247023.3607,52977.4205,812619.6459,722710.2393,1350578.595,1275384.977,453416.5889,410843.4444,146417.1774,95986.9759,220091.7924,140008.5619,398881.9664,454358.7136,390596.9031,427614.3827,142162.0751,148087.6133,405647.4629,348880.2523,1.293,3.0249,0.654896,0.525193,0.819879,0.624438424469451,0.613801024246826,0.813682026432351
"sp|Q9UHY1|NRBP_HUMAN",20437.1843,24408.9838,1118429.433,1024303.796,95962.3212,84061.2011,613296.4844,553863.2657,371565.428,395829.3016,2969655.532,1899137.072,433393.9366,338035.3959,348100.6597,333512.0807,573802.3918,683217.2378,1079129.416,1337107.855,387406.6724,439175.1428,576705.1123,822185.1214,155972.1462,141804.8676,790541.888,548279.2695,164133.7503,168745.1478,619292.8699,309900.6114,1.306,3.0126,0.65352,0.528901,0.819998,0.62335125535707,0.613076704548969,0.813817071829678
"sp|A6NHR9|SMHD1_HUMAN",82175.0619,73757.7851,1704405.785,1602672.383,16868.482,23961.5204,1365957.753,1197964.528,495313.5044,568817.4652,2493145.415,1815201.955,512829.6437,419108.602,440262.9615,403304.8926,486151.5966,531240.7713,871865.1365,888148.1362,444986.2849,476652.2465,453312.0215,575868.4741,166619.022,186069.0213,1218799.955,1249853.845,270145.474,258156.5081,239081.8676,224072.3864,1.372,3.012,0.653453,0.529078,0.820003,0.623304751374185,0.613047312502591,0.813823800101793
"sp|P09429|HMGB1_HUMAN;sp|B2RPK0|HGB1A_HUMAN",17400000,9984883.203,2668418.345,3525428.987,4974002.272,4174145.472,4212200.27,3675850.019,5806656.294,4386497.728,22800000,35100000,9462951.393,17200000,31900000,39200000,35100000,29400000,30500000,20800000,13500000,8872249.097,21200000,19500000,12400000,15100000,11800000,13100000,11100000,8930155.291,14800000,4965668.672,0.926,3.0088,0.653109,0.530019,0.820035,0.623042730167071,0.612876468237214,0.813859905543524
"sp|O95970|LGI1_HUMAN",626725.1124,483622.8694,5609833.411,5679999.865,210104.7441,209296.9022,4536173.138,4413130.766,2606282.791,2533656.159,3864871.639,3650168.19,2026959.15,1887562.541,1095890.263,997809.254,1262357.817,1355799.919,5757130.556,5255257.635,3752303.669,3502520.566,4021004.443,3907755.392,1272208.657,1377664.289,6890240.411,4066643.982,1760634.67,1795715.057,1725956.518,1358304.815,1.099,3.0075,0.652973,0.530399,0.820048,0.622950037406315,0.612820089658763,0.813874680542061
"sp|Q8IUR7|ARMC8_HUMAN",9459.957,13110.0547,215849.4256,201914.8247,5740.1698,8971.5029,87738.9432,139038.0194,53401.5494,74102.4171,249431.1555,233338.1917,66375.9389,67793.5283,88176.4168,87697.7017,112809.2245,146496.9169,149108.7873,127939.7855,56481.3263,68845.816,63028.6057,72161.3462,39358.8784,30058.7916,156307.4223,122783.7395,44787.5076,30884.7653,54515.2157,84379.8099,1.171,2.9983,0.65203,0.533046,0.820142,0.622211194742031,0.612336673449385,0.81398103074573
"sp|P22307|NLTP_HUMAN",536592.3279,155499.5229,1536360.403,1261823.663,39884.2811,38797.7919,1094206.068,812220.9948,662026.3126,638069.1424,2303138.107,2274971.545,1253636.295,1728777.048,1239289.959,1474665.17,2138202.393,2247965.817,870203.2201,1075820.577,594186.2301,545640.1797,1059685.928,880189.5246,213164.595,237350.1207,1709367.523,1407587.846,227028.0911,273137.2116,1870257.219,1964619.115,1.364,2.9955,0.651754,0.533837,0.820171,0.622002866758753,0.612204063293394,0.814014023886562
"sp|O60268|K0513_HUMAN",463409.3769,285728.1475,5401232.23,6535841.306,121135.0004,134166.8688,4646896.691,4535859.893,3302398.927,3367593.083,4444145.646,5351516.183,1398297.651,1819125.344,905078.0082,852163.9198,1485665.21,1434176.932,9513937.525,8836415.015,5213987.252,4649114.647,5817020.686,5396312.05,619926.3141,676425.8149,5234882.099,6397983.604,3544685.195,4893006.345,1340601.639,787271.1636,1.46,2.9868,0.650935,0.536255,0.820263,0.621392602723422,0.611823623485444,0.81411841869662
"sp|Q9UBF1|MAGC2_HUMAN;sp|Q96LZ2|MAGBA_HUMAN;sp|P43366|MAGB1_HUMAN;sp|O15481|MAGB4_HUMAN",8909.2646,22770.195,106380.6022,350287.6522,21492.5575,40279.7027,42552.2179,128436.6685,406300.7773,125237.8681,839918.7901,500908.1727,148065.3795,223597.5876,2772854.833,2410156.547,3305921.639,3192541.94,366581.3116,581980.1713,239689.0556,335983.0582,176499.7627,116468.7298,85719.3362,124566.4131,78732.8749,90159.1172,38202.8803,145818.3749,130576.3136,163771.0115,1.769,2.9824,0.650543,0.537454,0.82031,0.621116247975294,0.611660096775751,0.81417230624415
"sp|P28074|PSB5_HUMAN",526217.5497,362314.3156,5551974.428,6374795.274,351740.6159,376703.0277,3218310.276,2906043.468,1694283.298,2014165.78,8704499.536,6947375.903,2958889.81,2466011.61,1895088.489,1786528.736,2923000.534,2759526.286,5011996.353,4826749.891,1984985.2,1995321.836,3339040.17,3349840.611,1829923.378,1636150.793,3892470.286,4322634.653,895538.0171,1101816.142,1736100.163,1546136.058,0.97,2.9621,0.648957,0.54279,0.820538,0.620002863905036,0.611042688804839,0.814430502412643
"sp|P56545|CTBP2_HUMAN",446564.2694,496212.9086,1636731.538,1732050.78,116841.8707,128842.9868,1210483.315,1201457.604,925117.7603,930614.9615,2496018.912,2195195.746,2060717.39,1596278.494,2870386.828,2743839.019,3639449.763,4041839.295,1750555.775,1921445.585,522199.4733,550396.2642,895159.6706,966367.2913,620603.1758,772063.2972,1374470.846,1487947.628,441504.2023,455699.3087,1037046.207,874289.1379,1.002,2.9525,0.648342,0.545205,0.820651,0.619595071012025,0.610855288805439,0.814558129466902
"sp|Q14576|ELAV3_HUMAN",294353.9768,94444.2881,4439870.688,4897524.942,31962.7132,75927.6815,2470943.494,2610382.118,1855289.815,1657480.072,3605838.458,2631963.45,740677.149,93383.0518,1313036.62,1949765.009,2122935.532,2178100.559,1941616.552,2211637.937,1785873.284,1708961.471,2024290.112,1723393.196,552243.7348,894465.9517,3416317.063,3630766.199,836687.0076,774098.5141,1191186.777,964810.214,1.483,2.9502,0.64821,0.545774,0.820679,0.619511722438052,0.610823368606127,0.814589235584104
"sp|O60610|DIAP1_HUMAN",75781.7749,10390.2857,74608.9208,89212.3604,0,1909.5231,59124.7099,48730.9136,29071.0842,32409.0603,146288.6904,149689.8636,87874.1195,95130.6458,150623.9865,115418.3366,158066.6122,180471.9573,82109.1249,66382.6119,22190.1446,17011.5565,35445.2563,31389.4432,107591.9111,158384.8669,59658.2876,74375.7396,24628.7055,19340.0787,56884.7406,65781.8644,1.401,2.9438,0.647867,0.547338,0.820757,0.619316751773203,0.610768565262233,0.814676869529361
"sp|P20674|COX5A_HUMAN",2116678.313,1596139.01,39600000,44100000,1725203.645,1924384.309,24900000,24800000,18900000,18500000,23700000,20200000,1.6e+07,15200000,6643202.943,5696768.285,6699971.989,6009537.147,24600000,23400000,19200000,19900000,23900000,22800000,5629631.646,7029328.942,55500000,53700000,6070802.645,7955624.001,14300000,14100000,1.115,2.9408,0.647721,0.548061,0.820794,0.619239439208594,0.610755626420143,0.81471849330043
"sp|Q99614|TTC1_HUMAN",5337.3808,23968.2176,98763.8123,108039.7515,56428.452,46545.4672,210087.1759,211750.1664,152991.9149,150444.2217,236465.764,341577.2306,25335.1726,51280.2815,267796.2535,346018.5792,484222.074,538121.2731,1120784.363,1277176.973,265506.7951,262851.912,269801.2729,397807.7034,242310.4342,109029.7248,219717.2321,131386.6771,56067.2481,35011.1641,43777.2211,33820.1516,1.482,2.9362,0.647519,0.549159,0.820851,0.619149446613024,0.610762417541506,0.814782991930099
"sp|P02675|FIBB_HUMAN",2.99e+09,2.22e+09,9.13e+08,9e+08,42800000,45900000,64100000,61300000,48400000,48400000,3.58e+08,2.91e+08,1.75e+09,1.43e+09,70500000,65200000,75700000,76500000,99900000,98600000,66100000,6.5e+07,76600000,80900000,4.5e+07,52400000,1.34e+08,1.4e+08,32900000,34600000,49500000,44300000,-1.585,-2.9338,0.000662,0.814848,0.000262,0.000540130586659442,0.00680249533755444,0.000210485725730606
"sp|Q9NZ32|ARP10_HUMAN",54519.5562,54695.7576,1433863.195,1209355.877,346424.4608,100645.0014,1009602.022,964654.0494,590911.2077,585659.9446,697633.3248,1531100.236,465656.6229,961700.4853,265562.8929,306120.2434,409047.5933,366226.9856,1660573.415,1030972.011,1207342.78,644219.1434,1264459.452,964459.976,333997.022,348329.2251,939681.5929,981882.2932,1232406.254,700829.9747,551384.3407,459095.0933,1.058,2.9325,0.647371,0.550031,0.820898,0.619072774210737,0.610762745349101,0.814835464644586
"sp|Q16655|MAR1_HUMAN",319001.6864,34106.8841,152235.9202,237491.5286,32576.0847,29678.0732,173822.3308,129419.0814,116506.2123,93259.1913,232803.1802,147819.0413,329374.1386,211131.3557,2519545.782,2224447.425,3344257.269,3354666.65,3292940.699,2997705.82,433940.1676,484050.4492,2736766.236,2792339.879,172654.0083,212254.4314,209314.1464,209755.3598,329288.907,321281.1271,5369697.077,5213325.334,1.872,2.9226,0.647053,0.552323,0.821025,0.618981312615152,0.610870089607479,0.814978458238271
"sp|O60825|F262_HUMAN",186049.134,6914.8788,795085.2477,842391.1236,132722.2492,111807.2334,687720.7683,694999.2092,291395.3082,259145.2292,1224032.187,940119.8933,436458.4543,401379.3164,192180.04,208635.9532,287561.4516,267371.708,758687.8937,690350.9513,321768.8724,306107.9745,464408.6166,491327.5781,659298.8183,568813.6946,649333.7386,624255.6881,415754.5053,345218.888,676906.5229,509653.4113,1.091,2.9222,0.647043,0.552414,0.82103,0.618982233525705,0.61087879659776,0.81498431481053
"sp|P62241|RS8_HUMAN",9087009.5,8622872.879,8474742.043,8050595.834,3688272.046,3986366.352,7009400.736,6511387.766,1722918.931,1613297.099,8646683.294,6786025.666,7556982.431,7463390.426,3916721.095,3514125.564,4257209.016,4202689.537,4166325.725,4620515.858,2069076.091,2020272.351,2472827.856,2184055.854,2612696.514,3189400.724,2200113.337,2341313.877,2348939.643,2444871.489,2970731.854,3065923.402,-0.672,-2.9214,0.000682,0.814905,0.000274,0.000556514951843419,0.00660298540134317,0.000220144774737908
"sp|Q9NPQ8|RIC8A_HUMAN",123475.473,99038.5213,1106248.701,1064223.136,181595.0063,247315.928,816018.4333,862783.0128,530678.2714,585129.8538,1945311.093,1352020.206,656770.9611,531997.4377,463625.5326,364036.9134,563421.9642,592747.1236,868055.1408,730088.681,378250.1771,357105.5597,477493.2627,501284.9385,799888.8856,863876.8722,886805.3215,887647.1774,350471.563,246408.0624,792967.5859,813015.4594,0.783,2.9129,0.646853,0.554511,0.821153,0.618985761406352,0.611061266202092,0.815122208707109
"sp|O95219|SNX4_HUMAN",356773.7637,291022.2792,2942482.517,3495291.613,418097.8773,514342.633,2054766.52,2199007.291,1421943.116,1664658.614,2393738.931,2726306.668,1047589.843,1131892.237,1224664.985,1045614.969,2344652.206,1685805.076,2909425.107,2820963.433,1349274.601,1516612.209,1952911.203,1941350.396,1610170.888,1222032.19,2603431.574,2781572.849,1249404.979,1231893.19,1207384.338,1271349.075,0.739,2.9028,0.646762,0.556731,0.821289,0.619121878739917,0.611382863383466,0.815275690991559
"sp|P35573|GDE_HUMAN",111812.1081,133646.3959,1788628.352,2012731.151,381781.8636,245825.7722,1519848.3,1673647.531,868244.5989,734304.8295,2484717.3,1977726.023,381132.2424,444953.8518,1234270.653,1192487.735,1421765.898,1726922.069,1487860.977,1593629.963,1448247.12,1403743.716,1658108.426,1898197.621,350916.8927,486031.9199,1339698.39,1560998.582,505805.0161,545285.6239,931039.3052,494808.27,0.946,2.9,0.646758,0.557337,0.821328,0.619179142659019,0.611490095485111,0.815318921985956
"sp|Q9UPT5|EXOC7_HUMAN",22824.0846,86115.6824,918721.7654,1085711.19,45892.6465,48188.9319,427368.9883,532057.1754,377583.1183,419289.189,360977.3976,259933.7925,291998.325,167164.7872,569308.8064,438088.1661,712178.9991,705141.6701,871735.539,1084564.1,358929.2693,412066.1941,576266.5666,617010.0536,455436.419,536998.9313,516446.4174,740149.7666,107499.0903,93892.6212,307572.189,188290.7101,1.179,2.892,0.646802,0.559044,0.82144,0.619393471016068,0.611843724193047,0.815444054675889
"sp|P17900|SAP3_HUMAN",455758.5697,6773.8785,20816.2529,16572.3061,996.6535,726.0344,12950.7539,8112.3298,13948.2561,4885.2439,496156.644,1132692.517,54493.042,496177.6048,210577.5234,682606.1984,1021449.988,921184.6545,977822.4837,1029130.591,324896.595,380758.2611,593802.5785,776128.7244,61586.6534,73418.6814,27729.0465,32383.3592,24249.8458,98543.541,540371.1713,60555.0201,2.635,2.8863,0.646881,0.560241,0.82152,0.619595625683055,0.612141986277552,0.815534660021369
