"","Protein","S0","S0.1","S0.2","S0.3","S0.4","S0.5","S0.6","S1","S1.1","S1.2","S1.3","S1.4","S1.5","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","QM_fdr","QM_FDRup","QM_FDRdown"
"685","sp|P48059|LIMS1_HUMAN",613316.8203,926466.2758,1029502.8185,1278610.8106,1496709.3855,1634378.2786,477941.7094,642136.3161,571080.4259,1258754.3455,1434484.5484,707666.1545,859862.0674,-0.683,-2.8396,0.00017,0.385054,1.5e-05,0.000322367376195585,0.00031954608560268,3.01127350911035e-05
"686","sp|P05156|CFAI_HUMAN",417245.1703,687839.3675,983123.9896,833420.0389,606362.536,666465.463,1256694.3692,466411.2384,282919.6593,796654.8852,900393.9697,761699.9816,674856.3651,-0.731,-2.7989,0.000202,0.386323,1.8e-05,0.0003763653571697,0.000373147559346207,3.56962515928422e-05
"687","sp|O95834|EMAL2_HUMAN",281454.5166,259647.4137,387831.8815,451193.6716,385414.0897,379565.6602,158556.7931,348682.2717,406962.3533,189590.9321,199173.7109,925628.9923,989896.9813,-0.276,-1.0382,0.074569,0.477625,0.008714,0.0899938168980758,0.0895200178125321,0.0112153176381925
"688","sp|Q15436|SC23A_HUMAN",181653.6917,133171.727,185024.8054,195772.7986,225889.7353,263991.505,196941.1439,750743.9657,697442.0455,739916.2947,694427.9528,625934.7176,775144.551,0.738,5.0603,0.000461,5.2e-05,0.346767,0.000852562209454493,0.000838006303260073,0.358300479612926
"689","sp|Q9UKG1|DP13A_HUMAN",298592.8679,382133.9976,485958.4091,545925.3499,367473.5556,302355.2134,215743.8919,311200.5492,336291.9717,160218.8249,176253.3125,415762.6092,452157.8835,-0.799,-3.9648,1e-06,0.359766,0,1.71697794178231e-06,1.69413138375737e-06,1.34818378981617e-07
"690","sp|Q15019|SEPT2_HUMAN",3111377.3822,4414909.7832,4524393.8309,4669101.1002,4696511.2907,4399612.2935,1976960.0821,3700168.7196,3596835.2477,4724332.4962,5239023.8599,7011987.8248,7538915.9951,-0.065,-0.4217,0.251206,0.518576,0.035721,0.277174329015367,0.275921372469935,0.0417487937212872
"691","sp|Q27J81|INF2_HUMAN",302231.9862,258797.7827,323370.5247,325561.3005,453573.8545,598299.9934,118448.3321,326469.6048,442723.9386,376830.2675,369855.6914,487338.0292,356265.4507,-0.325,-2.2028,0.002135,0.409283,0.00021,0.00334691090830479,0.00332386822856029,0.000352164482909369
"692","sp|O75367|H2AY_HUMAN",2660401.6034,2931681.8388,2472836.1168,2914001.1818,4607119.336,4630438.3978,1249757.0707,2743901.6857,2740275.725,5896269.5053,6783111.0598,5330017.609,5860624.9635,0.094,0.4536,0.817212,0.516064,0.143378,0.831722543495162,0.827938573543185,0.153315905657239
"693","sp|P41226|UBA7_HUMAN",336890.7177,248812.4091,413306.2995,424610.61,526785.4731,611071.772,175730.8088,538309.7762,587779.5814,673478.7035,683084.6655,362972.6788,373373.6455,-0.226,-1.1593,0.054669,0.469525,0.006307,0.0674252250733579,0.0670660764839392,0.00830206247020005
"694","sp|P51114|FXR1_HUMAN",231262.4168,212485.5289,159994.2341,233285.4648,306560.7756,346403.4657,116383.1957,1220406.4529,1213669.3087,321894.46,330206.3651,764615.8347,714305.8948,0.577,2.5187,0.44465,0.096584,0.391884,0.478307156154121,0.47557735734067,0.401884502447911
"695","sp|P51858|HDGF_HUMAN",479011.1768,511529.1179,470711.1876,339806.8579,585529.3748,577745.7919,205789.6412,1508613.8548,2161060.5479,1241118.8194,1436758.5194,1139885.4221,1078348.1002,0.701,4.6329,0.002535,3e-04,0.352699,0.00413210234877683,0.00407254759606703,0.364421230231656
"696","sp|Q02878|RL6_HUMAN",841076.297,644673.4206,705511.4815,770132.4956,2139758.6229,2183061.0689,712629.8142,2338023.4,3545966.1184,2572688.4869,2667784.5745,2836327.8894,2880131.3935,0.535,2.883,0.245259,0.050059,0.389232,0.276949722814214,0.275236800501799,0.400303908751034
"697","sp|P22234|PUR6_HUMAN",230741.6053,222232.4928,129433.9037,116104.4363,109803.256,100606.5624,162940.9798,890582.5838,691876.8024,165499.533,142863.1368,772138.772,864810.1148,0.586,1.6096,0.967272,0.300205,0.337491,0.972701500836072,0.968220361080218,0.345629411611846
"698","sp|P25789|PSA4_HUMAN",833605.238,601120.0025,493325.065,575270.2943,991496.7999,896961.2623,514605.34,881832.3743,998792.7596,1686985.4693,1670603.6191,961445.5217,946032.9331,-0.03,-0.1663,0.401119,0.53015,0.05749,0.428522764157362,0.426528148203276,0.0651042253454147
"699","sp|Q14258|TRI25_HUMAN",412806.0733,411301.3092,429816.6141,418575.9396,596210.5397,581563.7365,301959.9169,692960.7788,639587.252,571357.79,612860.1942,679087.1928,721439.9941,-0.176,-2.0646,0.003617,0.415473,0.000353,0.00545310427731007,0.00541604081348415,0.000570100276159067
"700","sp|O75533|SF3B1_HUMAN",512243.2934,445600.8808,250408.9622,322698.1125,528209.8777,575964.397,154018.7263,986832.8614,951870.2999,730013.9025,735280.1972,1124449.0112,1067746.8844,0.384,2.8847,0.244653,0.049891,0.389203,0.276280385805273,0.274570156485213,0.400279147918634
"701","sp|P52565|GDIR1_HUMAN",5264673.5451,4575019.5524,5194551.532,5017940.2135,5755932.4428,5220922.6307,4465996.2855,6852209.7227,6540490.9818,5339875.6968,6388254.1688,12916236.2506,13148538.1762,0.16,1.0498,1,0.431013,0.252138,0.999988316186986,0.995764525329044,0.261314713316809
"702","sp|Q9BT78|CSN4_HUMAN",813213.5559,724599.0254,497056.6883,469264.9274,649200.9269,665315.9615,684090.7304,883295.1361,840687.4915,517332.988,532542.7222,870365.6333,1068412.4053,-0.389,-2.2709,0.001633,0.406313,0.000162,0.00261054633533368,0.00259246206041847,0.000275990924128518
"703","sp|O95479|G6PE_HUMAN",159663.2684,164496.986,160459.9369,119694.7608,306664.5163,344384.3362,48726.6639,188372.9816,198698.4148,313422.667,297094.788,570775.092,543335.7717,0.086,0.3827,0.774723,0.52125,0.131438,0.79144707431413,0.787820055224864,0.141280640210759
"704","sp|O15031|PLXB2_HUMAN",191916.7949,201100.1,281765.8554,291294.2639,289616.0763,268391.1406,158278.3603,260905.8368,260334.4247,394927.6618,378775.5481,340792.0319,392437.3374,-0.231,-1.481,0.020987,0.44792,0.002499,0.0277193266601098,0.0275734196858985,0.00351088431291441
"705","sp|P46977|STT3A_HUMAN",1702081.5097,1605727.3323,1217033.7535,1173104.8266,1670216.2306,1637933.2363,1181246.7284,2617009.134,2484548.8048,4538571.3123,4813990.6831,2425488.8235,2724435.2541,0.374,2.1244,0.700279,0.173058,0.38089,0.726215247507921,0.722447688057453,0.389695122175649
"706","sp|P62191|PRS4_HUMAN",283319.9055,267544.4049,192630.2525,227722.2817,228877.2685,224990.8046,176251.2111,537462.2609,585136.6872,458157.2405,495567.7012,633525.95,653144.012,0.308,2.6973,0.328175,0.071005,0.391697,0.361788590413829,0.359703166622379,0.402254099512792
"707","sp|Q14789|GOGB1_HUMAN",193851.0845,156725.2121,134514.4589,138126.2987,119801.7632,138259.3726,228745.871,229715.8591,227370.4345,307217.7693,257079.0738,327785.9164,341687.7824,-0.007,-0.0334,0.495254,0.532662,0.072003,0.52185139399749,0.519387913196177,0.080357641792818
"708","sp|O00232|PSD12_HUMAN",149899.0012,116230.7167,140754.4707,172054.8655,147107.8849,124557.2237,67161.1022,1016869.0049,672742.2452,267602.106,258263.5135,604218.6286,601762.1364,0.805,3.5991,0.056567,0.009212,0.373235,0.0721147391316222,0.0715047340118528,0.385216211954046
"709","sp|O75746|CMC1_HUMAN",109486.2018,96163.9599,121583.7672,133976.4724,227919.8348,215818.3446,63735.5288,431507.6483,500135.2864,436978.5978,434221.3532,430001.4016,506917.4968,0.691,5.9522,6e-06,1e-06,0.337347,1.57428165383385e-05,1.53780213844202e-05,0.348574690178938
"710","sp|O43815|STRN_HUMAN",31904.3085,35253.2902,32523.0171,55294.9272,96261.4375,107063.6711,15913.7388,247529.8921,222791.421,182711.2527,184132.6211,145037.6753,159232.5532,0.688,3.5205,0.068717,0.011371,0.375248,0.0862596059625091,0.0855519849165233,0.387195306277913
"711","sp|P50897|PPT1_HUMAN",4404608.176,4670602.7031,517162.5379,525392.8715,1181032.3012,1185295.9825,329671.255,2288410.2783,1799487.2896,837110.7165,874958.8984,2167143.4381,2126275.6023,-0.187,-0.4137,0.254945,0.519042,0.036289,0.281049246135175,0.279778695448436,0.0423681793320387
"712","sp|Q14651|PLSI_HUMAN",625364.3994,514978.2301,231860.7738,236149.6931,672365.7912,805273.593,127973.9995,946703.2478,998413.794,794915.8262,766477.4665,1066202.5801,1058160.7061,0.357,1.7414,0.905552,0.266194,0.352196,0.916729742894372,0.912429283126322,0.360341236025378
"713","sp|O00425|IF2B3_HUMAN",10922.8245,15079.5983,60631.5251,44321.6717,40735.714,45491.5207,10044.0309,1098175.6507,1165734.3376,115353.1882,103140.6857,884515.0457,911192.7651,2.167,4.4229,0.005417,0.000661,0.356112,0.00833436379621783,0.00822383752759478,0.367926068590134
"714","sp|P33527|MRP1_HUMAN",26650.4915,16033.5011,18701.8396,12990.2743,24741.2327,21502.5454,19154.5609,170374.7121,145474.2386,102661.485,148290.394,557298.2169,604822.4206,1.657,5.2493,0.000197,2.2e-05,0.344444,0.000388552237019973,0.000381566220254551,0.355904752569351
"715","sp|P07988|PSPB_HUMAN",18605060.0211,14354958.1002,7734566.9265,8436333.931,13222471.232,12609366.3453,5623243.1951,7729045.1046,8282866.823,6282188.0138,5913058.6394,6440820.3833,6523863.0097,-0.779,-4.9411,0,0.347455,0,6.31996230140461e-09,6.19033723707087e-09,4.06028379461075e-10
"716","sp|P11166|GTR1_HUMAN",8277110.5409,8039105.0242,4085770.4045,4229765.5743,2303705.9157,2297136.6682,10338615.8689,17646117.7953,14687707.564,1316637.2762,2037289.7761,4496893.8455,4643692.9599,-0.288,-0.5623,0.194798,0.509766,0.026799,0.218857974727319,0.217850497658905,0.0319339870483589
"717","sp|P05387|RLA2_HUMAN",7072569.9771,7925914.9415,5976406.2213,5589007.3534,11168338.775,11079261.3232,4203756.8032,15531986.9346,16480640.531,19982439.8457,17635459.0977,23054263.0294,20262813.7116,0.684,5.9635,6e-06,1e-06,0.337248,1.4939581017143e-05,1.45907515067844e-05,0.348472635264162
"718","sp|P29590|PML_HUMAN",346267.1019,384414.6995,244069.2257,273400.1278,426671.0974,504548.8984,190382.7709,800858.5429,794394.5302,810147.0255,758623.5003,660706.0008,784564.0193,0.296,2.4614,0.48652,0.106028,0.391314,0.519635070162422,0.516676561107564,0.401133098350007
"719","sp|Q9UQ80|PA2G4_HUMAN",585537.0989,540568.6192,473544.6042,423791.8168,566366.5346,569661.1286,303365.5244,1086163.3605,1178755.7086,1021260.8628,984493.2195,781765.1914,885439.4236,0.221,1.6982,0.9275,0.277307,0.347654,0.936765295595535,0.932396513685004,0.355783095204503
"720","sp|Q2VIR3|IF2GL_HUMAN",3445.1198,2152.572,5205.7341,16164.0983,16135.5212,11187.5124,4480.0068,3248.9848,3343.1037,11421.6076,15087.4978,24509.9559,41563.2921,-0.397,-0.8892,0.104452,0.487668,0.012707,0.122992155168316,0.122366811094694,0.0159346577124304
"721","sp|O60749|SNX2_HUMAN",637382.5969,699927.07,842553.7724,795970.4886,997466.7838,981019.7995,443350.7804,948559.4054,802209.5936,1100285.702,1043707.1986,1083058.1126,958528.0559,-0.254,-2.076,0.003469,0.414954,0.000339,0.00524559077795009,0.00520987611601186,0.000548255148705144
"722","sp|O43242|PSMD3_HUMAN",847658.2119,836550.3777,523650.4236,605230.8751,1222489.2117,1224811.6851,607219.5739,2077248.0208,1926778.271,1718130.4187,1858261.2901,2057706.8258,2144350.1077,0.402,3.8393,0.031887,0.004638,0.367407,0.0425899164097811,0.0421687957623858,0.379413090412455
"723","sp|P46063|RECQ1_HUMAN",92926.638,106571.5424,187094.881,103985.4283,351924.8944,297692.1079,39143.0806,419652.6909,490963.4258,1059954.236,1174425.1779,774131.0933,767968.2826,1.116,4.4332,0.005223,0.000637,0.355937,0.00805899935113907,0.00795172159593983,0.367746806277936
"724","sp|Q1KMD3|HNRL2_HUMAN",1224258.7205,1036013.8178,1369371.6595,1206403.2258,2672599.5041,2718967.6242,480023.7114,2471107.6794,2323277.3141,3270578.983,3618091.7884,4005080.9286,4311287.7651,0.462,2.4951,0.461833,0.1004,0.391689,0.495302215123502,0.492477272644548,0.401615216983977
"725","sp|P62195|PRS8_HUMAN",499286.6139,328623.8164,204520.4534,207358.8299,379693.3887,403287.1635,209341.3642,641671.79,533743.6153,404258.5653,416201.5433,623475.9006,576457.4217,-0.006,-0.0465,0.485853,0.532537,0.070472,0.512585014498028,0.510167099384913,0.0787577186754647
"726","sp|P56192|SYMC_HUMAN",417188.4565,355137.4653,284942.8112,346172.0531,616244.3391,512027.501,349129.8294,819795.7819,614398.2562,667391.9509,768493.0445,1211828.4018,1042119.8624,0.18,1.2974,1,0.377861,0.293734,0.999897444917848,0.995640433298436,0.302313538908625
"727","sp|O75131|CPNE3_HUMAN",8536112.0168,7516927.5107,6469702.3806,5910405.4865,11725040.0729,11330378.704,4440237.3412,16318579.628,9992390.92,7919674.6111,8006882.2935,6543211.4577,8672870.5947,-0.09,-0.5052,0.215789,0.51346,0.030186,0.240686111760654,0.239590122448734,0.0356818533750911
"728","Int_P06396ups|GELS_HUMAN_UPS",78349.4688,48845.0734,116312.2395,89292.3615,34257.0202,63839.9502,76030.1045,146829.4144,216667.3504,72025.0336,62069.9912,1446165.9268,1911386.9938,0.772,1.2495,1,0.388835,0.286102,0.999870134004448,0.995642281941739,0.294787055704468
"729","sp|Q8IWL2|SFTA1_HUMAN",984452.7802,865665.7477,1041092.2799,1188135.4943,3231831.5296,2419251.3771,596348.2899,379563.6706,279730.6335,590153.5663,718474.2508,310854.6612,287017.6163,-1.713,-6.5452,0,0.333517,0,7.54905459995693e-14,7.18429477602947e-14,4.07543479076573e-15
"730","sp|Q13283|G3BP1_HUMAN",625725.3703,550882.4652,731434.4422,592147.6881,895431.4944,1011471.8166,278551.8594,1582075.217,1585007.6915,1114507.2228,1396963.6492,1492533.8399,1351180.0017,0.333,2.816,0.270983,0.057011,0.3903,0.303408771008493,0.301596609543275,0.401198549021787
"731","sp|GSTP1_HUMAN|",9332656.8728,10610993.7388,10532232.9368,11908987.6356,13847287.9899,12852228.4911,212648.6422,17466776.1826,19258790.2624,6689016.5222,6278780.156,20015332.0429,20951408.5663,0.405,0.7218,0.968415,0.486572,0.19166,0.971731877242619,0.967352625724213,0.201543825238349
"732","sp|Q9BWM7|SFXN3_HUMAN",1259312.5745,1134660.509,1216429.0918,1246302.7684,1985498.399,2012722.7862,432870.7918,1683465.6557,2007456.4566,1721528.9804,1798706.2652,1930374.5975,1769184.6294,-0.071,-0.5485,0.199663,0.510669,0.027589,0.223897808046587,0.222870386085713,0.0328110292244256
"733","sp|P56199|ITA1_HUMAN",188173.1843,154431.8606,452705.1254,454904.8309,367838.2507,368615.8344,190337.9304,54251.9515,56916.8203,156766.3005,137144.9683,109985.6832,107165.8865,-1.716,-6.062,0,0.336407,0,2.0701766900794e-12,2.01772687643687e-12,1.74410720143932e-13
"734","sp|O75534|CSDE1_HUMAN",128975.2259,113173.1278,104900.4045,93960.9714,149764.0827,178140.206,56951.5742,447328.487,293992.6069,186943.8676,191497.7267,343319.2615,402223.9335,0.351,2.3444,0.569509,0.12718,0.389092,0.600840614916081,0.597479442015642,0.398543110089335
"735","sp|Q12905|ILF2_HUMAN",1058033.2682,1012697.1242,717560.3605,740266.9707,1130589.1596,1443774.8181,481701.3586,1755332.6631,1461175.9878,2345665.1485,2502274.1795,2232624.3953,2128362.4841,0.322,2.7991,0.278144,0.058869,0.390543,0.310803150658233,0.30895972636456,0.401395274975757
"736","sp|Q15008|PSMD6_HUMAN",637823.7715,443472.8084,390637.0809,396274.6589,630030.0088,555264.3272,341605.0546,1106440.5769,1078849.3003,1016105.5948,787461.9956,1096383.0869,1225594.1457,0.294,2.5355,0.432546,0.093931,0.391988,0.466304102979383,0.463642056749254,0.402042553202856
"737","sp|O95340|PAPS2_HUMAN",320980.5359,276462.1583,348284.0455,316945.6247,356749.3026,338778.9629,69566.4544,291133.2978,230527.2381,207599.415,203206.2713,217839.6998,217097.5774,-0.757,-4.2554,0,0.355323,0,4.02163616536681e-07,3.95401624161491e-07,2.67865907372154e-08
"738","sp|P31949|S10AB_HUMAN",7168165.1716,9775344.3826,9834045.3388,9100131.454,14659412.6979,15662294.9188,3184248.7065,50044557.8042,47885141.765,20221461.6566,19850033.5592,22532050.5873,23527343.3152,0.855,3.5555,0.062973,0.010361,0.37435,0.07960149314177,0.0789404448124613,0.386314669380271
"739","sp|P09211|GSTP1_HUMAN",152211.1983,125069.9539,189548.3465,97058.0383,99436.2179,85355.0606,20696.1709,325310.972,281922.6271,110883.8713,113810.0588,1020676.7401,814885.7344,0.555,1.3839,1,0.357296,0.306938,0.999968878096076,0.995630826417485,0.315347242705189
"740","sp|P09651|ROA1_HUMAN",1950207.4079,2180104.7717,1501219.1062,1528118.7731,3060197.4662,2928756.6784,916751.0661,7204881.7095,7140487.7006,4179170.4794,3850951.0967,6340781.2763,6092021.4779,0.723,4.8632,0.001055,0.000119,0.349348,0.00183535897042254,0.00180598053344806,0.360968244278538
"741","sp|P26447|S10A4_HUMAN",4688386.8678,4289661.668,3274869.4689,3356275.1697,7833219.412,7247726.1787,4899680.5981,1866855.1923,2093813.2619,1981662.7567,1854678.6931,3595094.2672,4222220.2618,-1.07,-6.3738,0,0.334318,0,2.38775855787788e-13,2.30037589558719e-13,1.61123278190626e-14
"742","sp|P20742|PZP_HUMAN",24301.2952,39018.3512,66655.2051,75935.1998,1672.8643,1362.103,3419.7121,3375.0756,2616.6403,3114.0393,1920.3141,3374.778,3816.6615,-2.751,-3.663,3e-06,0.365763,0,7.67571768619477e-06,7.58831542728943e-06,6.47788931563559e-07
"743","sp|P61916|NPC2_HUMAN",1853983.6242,4114385.9773,1894912.2191,1125306.3459,2803847.0449,2871676.2401,790025.9413,2067225.3222,2252696.1477,1456963.2711,1397231.7939,3293124.358,2956311.4926,-0.341,-1.6203,0.01397,0.438912,0.001624,0.0190156820910658,0.0189116938006385,0.00235124730121981
"744","sp|P39019|RS19_HUMAN",986736.433,1004325.8195,1029926.0231,1287256.9275,1377491.8142,1410852.5162,459377.435,4122478.929,3855904.0676,2731311.0419,2981480.9033,3916299.6714,3344413.0754,0.757,6.6263,0,0,0.333267,6.68381743820782e-07,6.38565306863391e-07,0.34435255134441
"745","sp|P30043|BLVRB_HUMAN",10180556.6329,9020592.8401,7111829.6109,5860421.4446,4466907.1574,4766881.0093,9920985.7228,2215963.5749,2271827.6566,1893039.268,1875866.1366,2841869.1415,3153204.661,-1.443,-7.1694,0,0.331504,0,3.51888699263871e-16,3.32170089852308e-16,1.97213478710676e-17
"746","sp|P04899|GNAI2_HUMAN",20060008.1376,20091370.8884,20584591.814,17262389.7548,26319126.6092,30201579.2648,22551415.6642,22721797.3698,23918285.7721,29529742.0769,25091660.5489,25268388.0569,28767504.1174,-0.097,-0.8529,0.112695,0.490131,0.013881,0.131931925315875,0.131268267100392,0.0173019647736652
"747","sp|P40121|CAPG_HUMAN",16524585.0293,16894588.1862,8326762.4456,6400442.8473,10000729.4165,12000401.3506,3615054.695,14788298.2906,14660062.9559,12187419.7686,12298108.1681,9266800.7015,8495901.1854,-0.067,-0.2844,0.324347,0.525756,0.046463,0.351580896613189,0.349975056260004,0.0533599477544821
"748","sp|P18085|ARF4_HUMAN",2952124.9536,2740105.944,3531062.8632,4025675.1674,3764275.9319,3540546.5226,2573345.9615,5410987.9594,5348789.3784,5177967.6747,4807522.3018,6635962.8753,7239301.6204,0.222,1.9153,0.811949,0.222386,0.367723,0.830403460805339,0.826379098052368,0.37606388402114
"749","sp|P00568|KAD1_HUMAN",40301881.5385,37814338.4177,27600766.4862,29282096.8093,19652956.0991,19144174.0915,38915036.3645,4767271.1128,4736596.1676,5316274.6674,5559740.1698,6162898.5347,6941256.551,-1.968,-8.3773,0,0.329022,0,5.73917326785913e-21,5.01349642161101e-21,1.87861786032956e-22
"750","sp|P06454|PTMA_HUMAN",1544752.9333,1439204.0738,959081.6189,1043772.1438,2330602.9886,2426108.3503,906870.7723,3280911.8979,3618338.6265,3527523.1115,3024755.2446,3642526.9353,3414723.8201,0.46,3.6333,0.052064,0.008388,0.372366,0.0668159428624653,0.0662410380481168,0.384357967544617
"751","sp|P31942|HNRH3_HUMAN",1366012.2527,1510272.7903,1361157.4812,1268855.1287,1238016.2662,1285932.1308,736839.2817,1529342.8977,1611077.4613,1305049.1916,1205635.9577,2449914.0562,2470492.5247,-0.114,-0.9163,0.09855,0.485833,0.011885,0.116555111067985,0.115957994590908,0.0149723261135559
"752","sp|Q92599|SEPT8_HUMAN",127594.4321,118780.0544,97983.3077,104470.4041,171660.3534,204229.4878,106443.6723,282538.4782,288468.5897,222888.055,197449.6682,173687.6267,204855.8017,-0.072,-0.4745,0.2281,0.515389,0.032139,0.253409350040897,0.252259985479164,0.0378294420925412
"753","sp|P30838|AL3A1_HUMAN",3046418.6892,3605184.8359,262400.5,244039.1723,406876.5057,354803.1897,450577.1727,797447.4274,740050.4862,262173.8058,236344.1885,2927185.258,3199274.1779,-0.233,-0.3696,0.276684,0.521517,0.039547,0.303260220521148,0.301887703872589,0.04590682879874
"754","sp|Q03591|FHR1_HUMAN",261481.6908,226092.4885,890399.2505,1353424.508,544983.2329,667667.6841,852484.5901,282842.9214,305352.1689,1308326.1183,1072788.0949,143923.8678,115320.3746,-1.021,-1.958,0.005246,0.420448,0.00052,0.00768696075923027,0.00763618509518319,0.00081652937139143
"755","sp|P36542|ATPG_HUMAN",850257.897,1143345.2815,790056.6356,959704.0329,1286914.1974,1185875.6841,541497.7644,1454341.4553,1794463.9524,1156652.8105,961069.5553,1765645.3009,1858965.4207,-0.035,-0.3281,0.298972,0.52368,0.042811,0.325900012611533,0.32441994303988,0.0494336104931318
