,Protein,S0,S0.1,S0.2,S0.3,S0.4,S0.5,S0.6,S1,S1.1,S1.2,S1.3,S1.4,S1.5,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown
171,sp|P09525|ANXA4_HUMAN,4947285,4358433,4991852,4566180,4813126,2077428,4421994,2414386,3105830,3572859,3127695,4211072,3985833,-0.271,-1.9887,0.000128,0.366362,1.00E-05
1167,sp|P26440|IVD_HUMAN,203675.6,204121.2,165636.9,187703,194600.6,78381.59,196487.7,166334.1,152722.7,175038.8,202291.8,201154.6,186271.5,-0.253,-1.9871,0.000129,0.366432,1.00E-05
2138,sp|Q8NE86|MCU_HUMAN,63458.26,30370.12,34701.31,60370.04,50448.68,25391.35,47307.15,48345.25,53365.32,43310.46,34620.48,61017.02,68386.37,-0.302,-1.984,0.000131,0.366568,1.00E-05
91,sp|P13796|PLSL_HUMAN,17748076,10791400,10636733,16865868,17611090,8735837,17046859,19247962,21695894,18732478,19919127,12434402,14314516,0.309,1.9814,1,0.306018,0.2765
2652,sp|O75487|GPC4_HUMAN,37020.52,94947.05,123402.8,85651.17,59570.59,43420.44,34707.53,51479.68,37837.63,100088,135641.3,17700.71,24566.56,-0.775,-1.98,0.000134,0.366743,1.00E-05
2016,sp|Q9NZM3|ITSN2_HUMAN,2363047,770294.2,517837,1207338,1199493,1534506,2697347,18464525,17767239,467996.1,646751,16074853,17112853,1.364,1.9782,1,0.306972,0.276107
2133,sp|Q8NB37|PDDC1_HUMAN,11405.58,13169.65,34653.7,24303.6,19379.72,5201.092,2452.22,14208.58,6409.212,5421.718,11032.03,19950.94,20073.56,-0.715,-1.9766,0.000136,0.366893,1.00E-05
1773,sp|Q92696|PGTA_HUMAN,160610.6,87775.89,111760.1,172497.6,123703.6,77978.21,203367.5,155712,142410.8,119512.7,78251.46,146418.1,122645,-0.364,-1.9749,0.000137,0.366968,1.00E-05
386,sp|P09622|DLDH_HUMAN,913325.8,673835.1,653862,1115443,1058845,423487.9,859943.7,1159659,1353685,891793.1,960887.2,1516853,1547336,0.263,1.9723,1,0.308729,0.275381
2453,sp|Q7LBC6|KDM3B_HUMAN,16062.79,8537.893,4977.967,3773.116,7605.26,2012.561,3319.777,25328.22,13885.88,19043.94,25856.98,24994.08,19226.31,0.583,1.9716,1,0.308938,0.275295
2558,sp|Q8N9N7|LRC57_HUMAN,110050.4,201260.6,147189.6,344525.1,371230.1,72629.94,155873,224529.4,225802.4,130243.4,148255.3,91459.08,97915.73,-0.493,-1.9677,0.000142,0.367287,1.10E-05
259,sp|P51884|LUM_HUMAN,21772238,48913596,41099813,71077539,62941073,66892657,20015577,16254453,15715506,50365673,50327191,15933296,19184574,-0.542,-1.965,0.000144,0.367407,1.10E-05
1782,sp|Q9NRW7|VPS45_HUMAN,33687.79,41100.9,47063.45,83450.27,69915.97,13512.66,28113.67,93095.56,75802.84,69294.76,81814.05,113444.2,84114.52,0.284,1.9635,1,0.311346,0.27429
868,sp|Q92900|RENT1_HUMAN,333138.6,206907.5,223345.2,502043.7,498364.4,217602.2,215400.7,490828.7,506825.6,496027.9,590908.4,441307.6,433394.3,0.263,1.9633,1,0.311405,0.274265
2429,sp|O14734|ACOT8_HUMAN,8655.561,9492.083,1562.524,26219.78,32709.07,0,14512.65,29801.52,24873.91,23375.27,29879.81,69423.96,63038.12,1.029,1.9633,1,0.311405,0.274265
2567,sp|Q9UMX0|UBQL1_HUMAN,58269.87,71272.26,86175.76,106336.7,115772.1,17016.47,79448.72,282916.1,319855.3,145191.7,167440.1,95484.56,96488.09,0.515,1.9625,1,0.311643,0.274166
1384,sp|Q9NQT8|KI13B_HUMAN,92501.63,123496.7,100165.4,129987.8,135316.3,19990.27,46134.03,40622.62,31532.87,138575.6,129596.7,65411.62,60620.9,-0.577,-1.9619,0.000146,0.367544,1.10E-05
2411,sp|Q9P2A4|ABI3_HUMAN,97461.57,21030.26,21485.82,109780.4,125817.4,8519.586,53020.11,33212.06,43634.97,30497.62,121080.8,20162.28,14800.65,-0.825,-1.9615,0.000146,0.367562,1.10E-05
1116,sp|O43747|AP1G1_HUMAN,117005.5,139304.3,148323.2,226282.2,243922.9,88226.19,126463,221732.7,217414.5,301927.9,277601.5,237736.3,209448.6,0.236,1.9603,1,0.312296,0.273891
1098,sp|Q8NE71|ABCF1_HUMAN,339367.8,262735.7,266689.7,338980.1,273270,332948.5,274303.1,296910.5,258948.3,291288.8,277944.6,334197.1,355412,-0.223,-1.955,0.000151,0.367852,1.10E-05
906,sp|E9PAV3|NACAM_HUMAN,1648742,1405123,1120301,2006678,2008600,1447759,1438105,2041525,2162381,2014445,2112838,1998508,2308262,0.182,1.9539,1,0.314193,0.27309
1688,sp|Q99729|ROAA_HUMAN,19619.82,38428.36,33988.22,45340.02,43502.41,9110.581,22055.24,79652.99,134221.9,97246.4,106706.3,51460.07,35391.8,0.507,1.9517,1,0.314845,0.272813
672,sp|Q9BT78|CSN4_HUMAN,793864.5,519703.4,486920.1,580378.7,571219.2,1112630,800054.7,616516.2,581142.7,427344.7,462230.5,575556.8,707112.4,-0.376,-1.9487,0.000156,0.368135,1.20E-05
2511,sp|P78347|GTF2I_HUMAN,14126.56,1083.497,7113.725,38585.18,15534.03,5423.321,8475.035,42198.2,53206.6,12715.02,24193.91,71252.94,50798.45,0.894,1.9485,1,0.315792,0.27241
1202,sp|Q7KZ85|SPT6H_HUMAN,35022.35,47639.74,42931.81,43490,57605.05,31129.4,36550.2,113604.6,122216.7,60237.8,50692.34,210889.5,222796.7,0.533,1.9473,1,0.316147,0.272258
1149,sp|P06899|H2B1J_HUMAN,77569059,49117938,51911308,116854605,134062701,48669170,65074409,18970773,20801470,31137608,28253146,118976962,115519611,-0.594,-1.9469,0.000157,0.368216,1.20E-05
845,sp|O96009|NAPSA_HUMAN,12413161,2695846,3076392,7735222,7719756,1175946,12208504,1974112,1794111,3087703,2838500,3602710,3839481,-0.64,-1.9466,0.000157,0.368229,1.20E-05
2524,sp|P26022|PTX3_HUMAN,46801.94,75737.9,58474.21,83282.58,97475.01,120045.4,38384.17,124720.5,126192.8,48611,57457.81,38133.76,39341.36,-0.54,-1.9451,0.000158,0.368296,1.20E-05
407,sp|Q02218|ODO1_HUMAN,1262659,1202265,1411933,1992412,1700490,695787,1294255,1313086,1252245,1396321,1374301,1078324,1124089,-0.22,-1.9429,0.00016,0.368396,1.20E-05
533,sp|Q9H0U4|RAB1B_HUMAN,14656268,11534807,7172796,19611345,21797446,17916478,19620934,11139158,7967030,13418766,13872656,7855591,8969755,-0.345,-1.9401,0.000162,0.368522,1.20E-05
2162,sp|BID_HUMAN|,63620.84,45474.98,37260.1,48045.53,56808.2,44565.65,62642.99,307742.4,320213.5,72376.05,69393.67,107436.5,122286.3,0.613,1.9392,1,0.318539,0.27123
902,Int_P02788ups|TRFL_HUMAN_UPS,969568.3,2917428,2765813,1132687,1003066,3483567,1298756,2226510,2178443,418752.2,519217.8,762957.1,810263.4,-0.73,-1.9374,0.000164,0.368644,1.30E-05
680,sp|Q1KMD3|HNRL2_HUMAN,1221543,1581014,1347109,2681453,2689580,918238.3,1380411,1747097,1744766,3003357,3541733,2670220,2957830,0.331,1.9369,1,0.319217,0.270937
918,sp|P63208|SKP1_HUMAN,449448.1,338077.3,312202.5,302350.3,259617.1,473437.7,495769.1,345460.1,307825.4,265309.1,311525.8,349012.1,393759.6,-0.358,-1.9362,0.000165,0.368698,1.30E-05
226,sp|Q93052|LPP_HUMAN,1580818,2171703,2297991,3514241,3947211,1094674,1290692,1432191,1656867,2573671,2635928,863021.1,678967.8,-0.465,-1.9345,0.000167,0.368775,1.30E-05
2179,sp|Q9BQE5|APOL2_HUMAN,17084.42,20325.61,15934.1,38847.34,28604.79,5180.735,18484.23,46520.48,40208.63,80534.23,44449.72,40330.57,35079.7,0.344,1.9343,1,0.319983,0.270605
1577,sp|P26885|FKBP2_HUMAN,376482.1,712167.6,759706.9,518093.6,620904.3,675708.6,376606.1,980806.7,987693.4,761005.1,711081.4,1144407,1508231,0.372,1.9336,1,0.320189,0.270516
1919,sp|Q6L8Q7|PDE12_HUMAN,12728.25,13026.54,27054.95,21742.18,19893.87,30495.04,20593.48,84400.65,63572.81,52813.26,56290.4,42484.99,42956.09,0.475,1.9333,1,0.320278,0.270477
1180,sp|P09758|TACD2_HUMAN,182170.5,169950.8,146358,383166,301611.1,25426.95,182844,1166997,1187446,375035.9,413814.8,189016.3,223077,0.72,1.9314,1,0.320837,0.270234
1347,sp|Q9BZQ8|NIBAN_HUMAN,203248.2,304650.6,304706.6,253483.1,310977.6,174373.7,165014.3,233883.7,245330,131073.2,143658.6,252702.6,354949.3,-0.361,-1.9289,0.000171,0.369029,1.30E-05
830,sp|P06454|PTMA_HUMAN,1637440,971214.3,1077992,2663453,2725820,1721819,1796224,2170660,2470601,3215220,2788207,2473448,2358716,0.305,1.9284,1,0.321719,0.269849
1584,sp|P83731|RL24_HUMAN,567760.5,951104,565850.8,1427166,1639694,411039.7,607305.5,1279105,1148409,1617435,2388911,1249694,1139681,0.386,1.9283,1,0.321749,0.269836
1220,sp|P30876|RPB2_HUMAN,96871.51,94575.65,95475.39,191710.1,172143.3,116835.7,86377.19,230635.9,186997.4,239417.4,338116.7,180934.3,157676.9,0.292,1.9279,1,0.321866,0.269784
654,sp|P29590|PML_HUMAN,349066.7,242774.4,257310.9,336415.9,390650.4,221306.1,315571.6,483890.6,489301.6,592861.4,559378.2,359115.1,418224.7,0.218,1.924,1,0.323012,0.269282
2221,sp|Q8IYD1|ERF3B_HUMAN,12330.17,7729.908,3424.242,20050.67,16766.18,7139.847,15851.35,69540.23,72887.97,32972.68,26766.73,22627.75,25723.6,0.626,1.9221,1,0.32357,0.269036
2614,sp|O75822|EIF3J_HUMAN,130438,144295,121132.2,99589.44,89940.56,124783.1,109101.8,226473.1,234356.2,277234.1,200992,193246.1,168008.7,0.33,1.921,1,0.323892,0.268894
1717,sp|P09234|RU1C_HUMAN,549.2387,50366.6,34321.13,146423.5,169944.2,26683.29,23422.22,211519,210974.8,194889.2,68071.16,356192.6,269069.7,1.654,1.92,1,0.324186,0.268764
2715,sp|Q99879|H2B1M_HUMAN,69979764,38236683,36239164,113051854,128499839,33029776,59894691,10773361,11762220,19598557,22534764,90082313,83847743,-0.753,-1.9154,0.000183,0.369646,1.40E-05
934,sp|Q12765|SCRN1_HUMAN,178700.1,158504.4,184761.8,292413,249596.9,130280.5,169874.5,252013.3,248351.8,479184.5,386405.6,313535.6,306926.3,0.244,1.9142,1,0.325884,0.268011
2348,sp|P50238|CRIP1_HUMAN,312838.1,538747.7,492098.8,709676.8,794284.4,79996.21,344611.2,175856.3,170857.8,380394.7,405330.5,404308.5,357038.2,-0.565,-1.9134,0.000185,0.369738,1.40E-05
412,sp|P57737|CORO7_HUMAN,560565.8,393305.8,468926.4,707506,665998.5,373754.8,562818.7,847721.1,890803,646195.9,591792.3,1206723,1252935,0.311,1.9117,1,0.326616,0.267685
2213,sp|P13928|ANXA8_HUMAN,12634.57,37117.84,40454.41,32575.8,47707.16,17416.88,18636.58,33733.1,52471.77,181891.3,151370,62345.52,59461.47,0.557,1.9111,1,0.326791,0.267607
272,sp|P00533|EGFR_HUMAN,188340.7,279447.7,195942,249836.8,192213.9,219977.9,226876.8,405266.5,436372.9,2784294,3120985,303223.5,263555.2,0.868,1.9098,1,0.327171,0.267437
401,sp|P50552|VASP_HUMAN,826440,667349,561842.3,851854.4,800097.5,311597.7,957288.6,1327732,1145135,996000.1,985730.1,955875.8,924726.9,0.271,1.9098,1,0.327171,0.267437
120,sp|P46939|UTRO_HUMAN,845596.7,1061796,1345377,1785719,1931056,682186,830537.3,1144248,1118069,1164996,1050546,651412.8,688592.7,-0.342,-1.9088,0.000189,0.369949,1.50E-05
1661,sp|P01920|DQB1_HUMAN,42802.59,127059.7,111896.1,224246.4,192410.4,731511.3,51570.11,54640.85,61007.89,175161.2,188644.7,42551.47,59670.4,-0.862,-1.908,0.000189,0.369986,1.50E-05
228,sp|Q16531|DDB1_HUMAN,825822.5,779612.6,768694.2,937906.5,926409.2,852738.1,800708.5,1719813,1804551,1039597,1053875,1132522,1143495,0.246,1.9072,1,0.32793,0.267097
2260,sp|UBE2I_HUMAN|,138001.4,142337.6,124904.9,191036.8,171226.8,313091.6,197973,101539.2,115662.3,251436.5,204254.9,118056.7,176006.9,-0.434,-1.9049,0.000192,0.370129,1.50E-05
1573,sp|Q53GS9|SNUT2_HUMAN,198146.7,251486.6,243643.6,342751.5,327307,367478.6,200820.3,375520.1,371178.1,443708.2,489257.9,476990.9,493781,0.245,1.903,1,0.329155,0.266545
1246,sp|O60256|KPRB_HUMAN,144451.5,173750.4,129782,106651.9,95754.33,156447.3,125016.3,147026.2,157935.2,43667.09,47610.25,139038.4,162860.1,-0.592,-1.9021,0.000195,0.370258,1.50E-05
2642,sp|Q8IU85|KCC1D_HUMAN,16082.49,12741.89,10640.3,39205.22,45229.21,12239.38,19381.22,21137.57,17494.34,42383.97,35805.39,13870.05,20119.87,-0.527,-1.9014,0.000195,0.370291,1.50E-05
326,sp|P53396|ACLY_HUMAN,1262292,1603420,1217951,1250986,1492435,1387305,1208179,2884862,2228990,1759937,1559230,1917978,1819430,0.254,1.9013,1,0.329651,0.266322
744,sp|P30048|PRDX3_HUMAN,5902866,3756844,3876156,5404780,5328902,1883575,6346831,5677590,5525995,5061349,5224467,6261716,6105147,0.287,1.9011,1,0.329709,0.266295
254,sp|P27348|1433T_HUMAN,1970473,1774212,1495722,1629853,1893961,1335071,2062624,2333279,2198668,2048037,2087059,3033647,2912687,0.212,1.9008,1,0.329796,0.266256
2560,sp|Q8IY17|PLPL6_HUMAN,86374.66,40354.39,35632.64,111860.1,141853.9,48645.64,89026.02,78851.18,82256.02,89171.52,80177.65,63964.91,69666.12,-0.352,-1.8998,0.000197,0.370365,1.50E-05
754,sp|Q9BUJ2|HNRL1_HUMAN,978604.4,1627009,1755463,975470.9,986269.3,2118510,1154622,1048473,1038101,1162720,1264101,865500.8,956721.3,-0.365,-1.8967,2.00E-04,0.370508,1.50E-05
2712,sp|Q02388|CO7A1_HUMAN,2029.955,0,0,5.2291,9.6434,1824.467,1034.587,53722.19,45729.04,1145.576,3579.938,13888.94,8144.214,4.341,1.8943,1,0.331687,0.265397
1647,sp|P08253|MMP2_HUMAN,31879.72,110402.8,103833.8,24026.46,22936.82,15685.32,29236.14,131814.5,110524.8,288164.6,274399.4,60143.49,76670.86,0.786,1.894,1,0.331774,0.265357
932,sp|Q92626|PXDN_HUMAN,138262.8,17506.98,15893.21,147253.6,130148.2,47640.81,144041.9,249926.3,262238.6,566783.9,549491.4,106861,86551.14,0.914,1.8935,1,0.33192,0.265291
941,sp|O15355|PPM1G_HUMAN,356114.1,532475.9,481869.5,399228.3,396314.1,735527.1,393369.8,412538.5,390074.5,508002.2,521431.1,350100.9,360103.4,-0.329,-1.8922,0.000204,0.370717,1.60E-05
1001,sp|P61026|RAB10_HUMAN,14865751,11624279,7170728,19847438,21915023,18351217,19841765,10998216,7964046,12985500,13531274,7899216,8984678,-0.358,-1.8914,0.000205,0.370755,1.60E-05
532,sp|Q9UNH7|SNX6_HUMAN,298069.9,329387.2,343250.6,356982.3,417222.4,227231.1,323481.5,558911.2,539253.8,409787.4,427858.8,561647.8,589476.4,0.209,1.8897,1,0.333023,0.264786
1216,sp|Q9HCB6|SPON1_HUMAN,425681.8,439928,384324.8,523493.9,526287.9,351129.9,270700.3,209541.4,258426.8,717648.5,686044.7,212440.1,217250.9,-0.45,-1.8889,0.000207,0.370871,1.60E-05
460,sp|P29144|TPP2_HUMAN,488125.7,338397.5,346072.6,420949,364616.3,527276,370341.9,283934.2,264904.4,399625.6,379676.5,497192.4,512930,-0.318,-1.8867,0.00021,0.370974,1.60E-05
1938,sp|Q05397|FAK1_HUMAN,180806,305496.2,282370.8,496093,479683.5,116813.9,165997.4,222414.6,227463.7,257100,248753.2,232462.5,240203.9,-0.331,-1.8853,0.000211,0.371039,1.60E-05
2537,sp|O14828|SCAM3_HUMAN,198168.1,264798.3,287668.7,345003.8,508601.3,154521.4,340989.8,766342.9,547216.1,634757,631032.4,258474.3,438870.5,0.367,1.8834,1,0.334848,0.263946
1413,sp|P51452|DUS3_HUMAN,691425.9,552651.5,610089.9,1036290,919023.7,262214.9,815495.5,407736.5,458335.7,922111.3,909726.2,319000.1,358277.7,-0.453,-1.8821,0.000214,0.371189,1.70E-05
806,sp|P39687|AN32A_HUMAN,562659.4,417517.8,428843.7,667828.5,648307.6,273663.5,526531.3,837334.4,861658.5,595747,564324.3,1104557,1212633,0.32,1.8818,1,0.335311,0.263732
1416,sp|Q9BXN1|ASPN_HUMAN,495896.8,1148183,1295276,2549640,2229646,446083.4,481741.8,241470.9,208969.9,1521832,1719018,441473.3,301355.8,-0.818,-1.8798,0.000217,0.371297,1.70E-05
1350,sp|P08754|GNAI3_HUMAN,23751555,20456856,16261586,30004467,33949156,58304569,22197252,13208594,14466380,26530117,21231854,15243525,18205983,-0.373,-1.8796,0.000217,0.371306,1.70E-05
2713,sp|Q9UKX5|ITA11_HUMAN,806.3061,1614.627,939.1062,50.9285,4.8105,722.9874,3.3255,5983.132,2240.835,19287.48,26441.82,1403.857,1046.301,2.139,1.8787,1,0.336207,0.263316
1997,sp|Q13617|CUL2_HUMAN,72169.63,65645.69,89414.28,126077.6,105767.6,88008.25,54166.75,194113.1,190220.9,278511.2,249105.9,97895.44,113087,0.374,1.8781,1,0.33638,0.263235
2504,sp|O96000|NDUBA_HUMAN,181097.6,80955.45,68150.78,103949.5,73649.02,86208.87,142581.6,118818.7,103131,114013,57181.25,92211.69,105879.5,-0.415,-1.8769,0.00022,0.371433,1.70E-05
1365,sp|P51610|HCFC1_HUMAN,27642.81,88000.61,87933.49,80049.07,88676.21,232203.5,51092.51,200012.8,114128.1,207307.7,241669.2,179358.1,197981.9,0.539,1.8766,1,0.336813,0.263034
684,sp|Q5JWF2|GNAS1_HUMAN,25697385,22613160,18630313,33378499,36841851,60844941,24228511,14565847,16087906,28245272,23232847,16602509,19742805,-0.365,-1.8759,0.000221,0.37148,1.70E-05
565,sp|Q7L576|CYFP1_HUMAN,692919.1,707316.9,604619.2,1175615,1211959,450787.4,660938.7,669995.9,677508.1,723598.4,793304.6,749020.6,781023.1,-0.205,-1.8755,0.000221,0.371498,1.70E-05
1651,sp|Q14344|GNA13_HUMAN,4922149,4287185,3604162,6398417,7198735,11736795,4581902,2868205,3151365,5646717,4609150,3236042,3852179,-0.382,-1.8743,0.000222,0.371555,1.70E-05
664,sp|O60749|SNX2_HUMAN,695218.8,962617.9,941902.7,916833.4,970701.8,613616.7,582830.1,765982.2,608894.3,981778.2,953061.6,693186.9,617214.1,-0.228,-1.8733,0.000223,0.371602,1.70E-05
2022,sp|Q9Y5X1|SNX9_HUMAN,102557.7,162432,174647.1,187454.9,206973.9,121724.1,160909.8,209421.5,271168.6,386612.2,439017.5,213446.7,242056.3,0.289,1.8728,1,0.337909,0.262522
185,sp|Q01995|TAGL_HUMAN,13560061,13722693,14033777,18650186,17353081,8650434,13101755,7122139,7353840,16033214,17100685,6201414,6072393,-0.37,-1.8714,0.000225,0.371691,1.70E-05
1906,sp|O43169|CYB5B_HUMAN,37941.93,72068.5,33112.59,64710.13,69219.49,6986.644,41813.93,18678.39,37602.13,44249.8,34580.77,60631.22,58512.11,-0.517,-1.8702,0.000227,0.371748,1.80E-05
382,sp|Q15365|PCBP1_HUMAN,6780535,6904554,5842981,10669939,10427343,4568807,7008263,8446210,8901417,11130290,13499544,8048020,6910299,0.288,1.8679,1,0.339319,0.261859
1067,sp|P18621|RL17_HUMAN,300480.1,394998,385019.7,700295.9,639895.6,308576.2,326583.1,709685.6,688644.3,555231.3,542888.8,879739.8,760167.6,0.274,1.8673,1,0.339492,0.261778
1017,sp|P53814|SMTN_HUMAN,2446575,823818.7,622291.8,1289400,1279967,1583725,2801469,18454775,17763126,554717.4,714348,16057268,17108406,1.3,1.8669,1,0.339607,0.261724
2129,sp|P55160|NCKPL_HUMAN,10924.83,308.9914,1043.444,2280.146,6175.539,3382.647,10617.35,9435.745,49567.37,5692.001,8700.596,46924.41,69804.21,1.576,1.8634,1,0.340612,0.261249
1716,sp|O60234|GMFG_HUMAN,474533.6,357204.3,299826.8,545868.1,541981.3,466105.5,349026.2,461444.2,637450.1,1161054,1193905,734892.6,545301,0.325,1.8617,1,0.3411,0.261017
1025,sp|O43290|SNUT1_HUMAN,56181.9,101880.6,128097.1,218010.5,196820.2,40364.19,78711.2,144189.5,131598.6,441283.5,379904.9,218336.6,251654.7,0.486,1.8596,1,0.341702,0.260731
1262,sp|P26368|U2AF2_HUMAN,135392.5,85445.43,113313.2,259057.7,210736.9,69368.88,146255.4,223101.8,239776.4,182112.5,225131.1,264064.9,329559.5,0.291,1.8592,1,0.341817,0.260676
2062,sp|Q8IVD9|NUDC3_HUMAN,38658.87,48512.4,58432.03,45286.44,29432.77,13324.72,32660.7,61230.51,41890.46,820701.9,904021.8,67619.31,79978.63,0.995,1.8577,1,0.342246,0.260472
2403,sp|O15160|RPAC1_HUMAN,32508.54,53479.29,41324.06,31368.86,26853.99,66564.91,24668.35,126584.7,150495.8,62140.02,52216.67,113018.6,148123.4,0.554,1.8561,1,0.342704,0.260253
2382,sp|Q92922|SMRC1_HUMAN,1650.092,954.0165,1696.808,2623.326,2293.052,1019.562,1461.371,17141.56,15829.25,3359.925,7484.296,4944.651,6722.401,0.716,1.8554,1,0.342904,0.260157
2072,sp|O94903|PROSC_HUMAN,187623.6,112120.7,109954,385242.4,374736.3,63386.07,195185.2,357392.8,288215,379677.2,433250.5,265830.8,308950.7,0.375,1.8552,1,0.342962,0.26013
1005,sp|Q9HC38|GLOD4_HUMAN,1726444,1269542,985495.4,2134889,2272530,1349432,1405234,1458105,1702273,1614769,1553323,920549.6,944288,-0.285,-1.8546,0.000244,0.372487,1.90E-05
2161,sp|P16930|FAAA_HUMAN,683099.2,294689.5,310978.4,130242.6,130948.7,750198.3,683605.5,244706.5,288353.8,77057.83,79049.62,400633.5,327804.3,-0.841,-1.8515,0.000248,0.372635,1.90E-05
121,sp|P63261|ACTG_HUMAN,371932611,573599854,617715297,597976816,737124694,382350862,304331244,535415148,520483802,576585059,552889426,226471438,255164466,0.711,1.8511,1,0.344133,0.259567
2272,sp|Q9Y376|CAB39_HUMAN,93096.98,78026.57,89534.74,130890.8,91787.08,87541.62,109323.8,112061.5,122375.6,115708,95275.37,118899.2,111122.6,-0.202,-1.8488,0.000251,0.372763,2.00E-05
1840,sp|P15088|CBPA3_HUMAN,509317.5,714651.4,689778.3,1119052,1218676,6664694,590592.3,243140.8,209740.5,1365278,974653.6,471714.3,566634.6,-0.806,-1.8476,0.000252,0.372821,2.00E-05
2253,sp|O00217|NDUS8_HUMAN,57538.47,78683.54,94339.13,105167.3,187177.7,749.8349,49576.69,137820.7,126447.3,461471.1,199744.5,263893.6,300721.1,1.181,1.8445,1,0.346015,0.258659
2021,sp|P61254|RL26_HUMAN,9227.031,113.7919,3316.09,65942.27,47093.27,43.5348,40.1779,7986.389,10831.27,53381.59,42988.53,32030.3,51134.05,2.633,1.8436,1,0.346271,0.258534
820,sp|Q13177|PAK2_HUMAN,711874.1,548929.2,792706.8,1237137,1225773,478018,600441.8,1313980,1396042,1085007,835738.6,1129962,1361403,0.25,1.8428,1,0.346499,0.258424
736,sp|P22234|PUR6_HUMAN,193307.7,127615.8,114022.3,99304.06,95641.25,216125,192497.5,698263.1,540194.3,144044.5,126744.8,528699.3,578122.4,0.647,1.8424,1,0.346613,0.258368
1049,sp|Q9UKM9|RALY_HUMAN,787515.7,844162.9,858973.3,1382075,1270433,725493.2,904335.3,1218953,1060114,1764474,1595039,1567815,1412031,0.223,1.84,1,0.347295,0.258036
163,sp|Q92616|GCN1L_HUMAN,874526.7,465331.4,456193.3,697436.2,905421.6,394695.7,664406.1,962230.3,948063.6,736760.1,839214.4,1164095,1323109,0.276,1.8398,1,0.347352,0.258008
668,sp|Q9Y277|VDAC3_HUMAN,3113296,2023601,2292808,2842085,2230437,1124529,3074191,3773595,3785916,2459004,2602822,3887442,3800602,0.279,1.8345,1,0.348856,0.257272
334,sp|P35609|ACTN2_HUMAN,8260338,12071592,16527505,19169860,25099598,7042482,7846054,19824614,17377277,34381595,31551772,14630323,9103640,0.501,1.8332,1,0.349224,0.257091
2714,sp|Q5QNW6|H2B2F_HUMAN,77715504,49146142,52394015,117423030,134867416,48715142,66240059,19039022,20952190,33410202,31082956,120804160,117095864,-0.574,-1.8331,0.00027,0.373517,2.10E-05
1191,sp|Q53EL6|PDCD4_HUMAN,112874.9,58476.3,48333.49,341269.7,389697.5,78958.65,239238.6,256297.5,246010.8,403817.4,297430.6,346328.5,373881.2,0.535,1.8307,1,0.349932,0.256743
2100,sp|O60869|EDF1_HUMAN,19526.33,4949.348,5972.743,8946.212,12145.16,12350.83,14130.07,11604.01,23408.02,92300.41,81254.55,42939.48,30123.28,0.681,1.8296,1,0.350243,0.256589
1150,sp|Q9UQE7|SMC3_HUMAN,103753.8,106276.5,93578.39,194406.1,154754,86964.2,97252.8,224129.3,177688.8,315594.4,304602.4,155402.5,155543.9,0.279,1.8268,1,0.351034,0.256197
2513,sp|Q8IYI6|EXOC8_HUMAN,51717.71,125317.6,107445.2,164150.4,119243.6,58755.89,26940.69,108383,119489,31316.18,34446.95,99898.19,81237.17,-0.589,-1.8264,0.000279,0.37384,2.20E-05
1076,sp|P46783|RS10_HUMAN,494000.2,435510.8,435009.1,514111.5,449509.8,457576.3,341510.2,657213.7,665372.1,780320.4,559143,944065.8,756228.2,0.247,1.8243,1,0.351739,0.255847
80,sp|P08107|HSP71_HUMAN,33863023,46330620,40486009,62436404,49770583,32746004,36448516,49043371,42354333,43775113,69854979,59428585,69886292,0.248,1.823,1,0.352106,0.255665
1587,sp|P09619|PGFRB_HUMAN,1915406,2183819,2138913,3791424,3371917,1203399,1551809,1461882,1814994,1892541,2156590,1962806,1445397,-0.28,-1.8213,0.000286,0.374087,2.20E-05
285,sp|P55786|PSA_HUMAN,1165096,1497395,1494473,1985374,1762641,1557736,1266160,3126003,2967131,2289623,2104139,1734390,1715009,0.27,1.8166,1,0.353907,0.254764
2427,sp|Q8IXM6|NRM_HUMAN,51781.23,72603.13,93335.09,172779.8,169221.8,89788.89,48373.61,74874.92,82738.62,164656,138351.1,44164.14,47162.83,-0.494,-1.8151,0.000294,0.374389,2.30E-05
2466,sp|Q8IVM0|CCD50_HUMAN,9587.667,2166.509,395.8457,3409.283,8126.783,2633.117,5830.672,8991.144,11530.7,11889.37,13568.43,25679.12,28033.54,0.698,1.8131,0.999987,0.35489,0.254269
1319,sp|P61006|RAB8A_HUMAN,14744861,11455545,7074652,19595206,21685280,17820952,19600965,10795562,7635671,12877336,13432011,8078620,9032827,-0.339,-1.8108,3.00E-04,0.374598,2.40E-05
1406,sp|P04798|CP1A1_HUMAN,615752,3057.562,2195.876,16312.2,6197.028,21317.66,272558.2,17911.41,12985.7,7245.346,4556.911,15187.3,11283.9,-1.5,-1.8101,0.000301,0.374632,2.40E-05
273,sp|P20810|ICAL_HUMAN,1389386,1300047,1370545,2540765,2364565,1244165,1501484,1495251,1614055,1601180,1645261,1344298,1260206,-0.207,-1.8091,0.000303,0.374681,2.40E-05
2080,sp|O76071|CIAO1_HUMAN,364030.1,139306.9,112624,154414.3,98632.85,344110.7,220600.5,144088.2,154513.5,169103.2,159759.2,131035.9,166013.9,-0.46,-1.8019,0.000313,0.375034,2.50E-05
