"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005975","GO:0005975","carbohydrate metabolic process","85/1131","144/2633",4.84268448042674e-05,0.00295087926057307,0.00267732853654714,"P00338/P07195/P78417/Q92520/P60174/Q9UJ70/O60701/O00754/P11498/Q14697/Q16851/P49792/Q13724/O43314/O75746/P53007/P06733/Q7Z4W1/P14550/Q01813/P40763/P07686/P16278/P08195/O75390/Q96G03/P36873/P06280/Q16706/Q04446/Q16822/Q9NUJ1/P17174/P40926/P29218/P09429/P14618/P07738/P09104/Q96C23/Q00610/P04406/P11177/P56211/P19838/O43399/P06737/O95336/Q14165/Q15120/O43488/P48735/Q93009/P02730/Q16531/P18669/P15121/P62140/P06744/Q13131/P37837/P35573/P09972/O15294/O75874/O95782/Q14108/P17858/P30837/P43304/P11216/Q02218/Q15185/Q14376/P50213/O15305/P06865/Q9NR45/Q9Y315/Q9UJS0/P51570/P00558/Q3LXA3/P56537/Q9UBX3",85
"GO:0009890","GO:0009890","negative regulation of biosynthetic process","123/1131","222/2633",6.55638257896699e-05,0.00349908618842534,0.00317471589884358,"Q15637/P63244/P23396/Q92520/P13010/P35232/Q8TBC4/P07814/Q9UNH7/Q14134/P62195/P07910/P12956/Q9Y3F4/P05198/P19338/Q96PZ0/Q16666/Q9Y230/P06733/Q01130/P12270/O60341/Q14444/P17844/P40763/Q92900/Q99623/P11940/Q15233/P27797/Q96EY1/Q92945/P47897/P09651/P06280/Q12906/Q8N163/P67809/P26196/P27348/Q13263/P17174/O75175/P62263/Q93008/P09429/P31946/Q13618/P26583/Q13148/P05023/P29590/Q86UE4/P49591/Q01780/Q99497/Q00610/P04406/P23246/Q9H1B7/P19838/Q06265/A5YKK6/Q8IXQ6/P10809/P60228/Q06587/O95352/P51532/Q13363/P42224/Q9BYJ9/Q12959/O14980/P16401/Q9BWF3/O94776/Q13131/Q96TA1/P51610/Q9HCE1/Q9UQ80/P80723/Q969G3/O95782/P12004/P34897/P62633/O95817/Q13185/P56545/P49916/Q6L8Q7/P49748/Q8WXI9/P61201/Q14240/Q53EL6/Q13464/P38919/Q6PCB7/Q9P0M6/Q04637/Q8IX12/P16989/O00571/P51858/P25685/Q32MZ4/P49458/O43390/Q01105/Q29RF7/P27635/P56537/Q96K76/O60506/O00560/Q07666/O14776/P15311/P23497",123
"GO:0090671","GO:0090671","telomerase RNA localization to Cajal body","11/1131","11/2633",8.93362965587509e-05,0.00410507605334719,0.00372452963737605,"P17987/Q99832/P48643/Q9Y230/P49368/P50990/P78371/Q01780/P40227/P50991/Q9Y265",11
"GO:1904872","GO:1904872","regulation of telomerase RNA localization to Cajal body","11/1131","11/2633",8.93362965587509e-05,0.00410507605334719,0.00372452963737605,"P17987/Q99832/P48643/Q9Y230/P49368/P50990/P78371/Q01780/P40227/P50991/Q9Y265",11
"GO:0006417","GO:0006417","regulation of translation","74/1131","124/2633",9.22866742496361e-05,0.00411382444762408,0.00373246704300272,"P13639/P63244/P23396/Q08211/P07814/Q6IS14/P78344/P05198/P19338/Q96PZ0/P55884/P12270/Q14444/Q92499/P78527/P55010/P40763/Q92900/P61221/P11940/P27797/Q92945/Q13838/Q12906/P67809/P26196/O75175/P62263/Q92616/Q9UBQ5/P35268/P49588/P14618/P46777/Q13148/P58546/P04406/Q06265/Q14978/A5YKK6/Q15363/P60228/O60841/Q9BYJ9/P23588/Q8N3C0/Q9BWF3/P21399/P62701/Q13217/Q9HCE1/Q9UQ80/O75534/Q9Y2R0/P34897/P62633/Q6L8Q7/Q14240/Q13464/P38919/Q15717/Q04637/P08670/P16989/P42704/Q09161/O00571/O15371/P49458/O43390/P27635/P56537/O60506/Q07666",74
"GO:0031329","GO:0031329","regulation of cellular catabolic process","118/1131","213/2633",9.4171784233201e-05,0.00411382444762408,0.00373246704300272,"P62191/P63244/Q08211/Q9UL46/P08238/Q9UNH7/P35998/Q9Y5K5/P62195/O00487/P07910/P78344/P55072/Q16666/Q7Z2W4/P38606/Q8N5K1/P36543/P52272/P62333/P68400/P40763/Q92900/Q99623/P07900/P11940/Q92945/Q8N163/P67809/P45974/O75175/Q8WVM8/Q96JB5/O94874/P09429/Q14694/P46777/Q13148/Q05655/P29590/Q86UE4/Q99497/P42574/P04406/P21281/O00429/Q06265/A5YKK6/Q709C8/P46379/O75436/P13716/Q9Y2W1/P17612/O95352/P62913/Q9BYJ9/O60826/P26038/O14980/Q93009/P21283/P61421/P29466/P43686/P42858/A2RRP1/P18669/P62140/Q13131/P51572/Q13315/Q8NC51/Q07812/Q8TDB6/P35637/O43765/Q9HCE1/O15294/P21796/O75874/Q9UHD9/Q14108/Q9Y2S7/O95817/P61956/P68104/Q6L8Q7/Q13423/Q13464/Q96J02/Q8N122/O75348/Q08J23/Q15717/Q14247/Q04637/P07384/P08670/P16989/P42704/P08754/Q96QK1/Q9GZT3/Q06323/Q9UPT5/O43390/P19784/O60506/Q07954/O00560/Q9NQL2/P49815/Q9Y446/Q13310/P15311/Q93050/Q9Y5X3",118
"GO:0051276","GO:0051276","chromosome organization","93/1131","162/2633",9.48093019515175e-05,0.00411382444762408,0.00373246704300272,"P33993/Q08211/Q14683/Q14974/P08238/P13010/O75531/P17987/Q99832/P48643/Q9UKV3/P07910/P12956/Q6NXT2/P22626/Q9Y230/P12270/Q13283/Q92499/P15927/P78527/P11387/A6NHR9/Q92900/P49368/Q99623/P07900/P09651/Q13153/Q96DB5/Q13263/P49959/P09429/P50990/P57740/P78371/Q13618/Q08945/P26583/P29590/Q01780/P40227/P23246/O15347/P50991/Q92878/P46379/P51532/Q71DI3/Q99733/Q8IXM2/O96019/Q13561/Q93009/P16401/O75694/Q8N3C0/O94776/P51610/Q13315/O14929/P35659/Q969G3/P35249/Q15424/O94901/P12004/P04083/Q9Y6G9/Q13185/Q12824/O75351/Q8WXI9/Q9NRH3/Q15185/O60264/P55209/Q14980/Q9P0M6/Q8WUM0/P62826/P27694/O00571/Q9Y266/O43684/P43246/Q66K74/Q01105/Q29RF7/Q9Y265/Q9C0C2/P25205/P23497",93
"GO:0006974","GO:0006974","cellular response to DNA damage stimulus","85/1131","146/2633",9.72301333716963e-05,0.00412933430061916,0.00374653911046281,"P33993/P23396/Q08211/Q14683/Q9UMS4/Q9UKK3/P13010/P13693/Q9Y5K5/O00487/P12956/Q96FW1/P55072/Q16666/Q9Y230/P22314/O60341/P17844/Q92499/P15927/P78527/A6NHR9/P31689/Q13404/Q92900/P61160/Q15233/Q13838/Q13153/Q8N163/Q13263/P42285/P49959/Q96JB5/O94874/Q99459/P09429/Q9Y3Z3/Q14694/Q08945/P26583/Q05655/P29590/P07948/Q99497/P42574/P62993/P53041/P23246/Q8IXQ6/Q92878/P46379/Q14669/O96019/P61978/Q93009/Q9NX46/Q16531/Q9BUH6/Q8N3C0/Q13315/Q07812/Q8TDB6/P35637/P35659/P35249/P22681/P12004/Q9Y2S7/A0AVT1/Q13185/P49916/Q9UM54/Q96FV9/Q12888/Q9NY27/P27694/P43246/Q29RF7/Q9Y265/Q96K76/Q9C0C2/P60510/P25205/P23497",85
"GO:0009894","GO:0009894","regulation of catabolic process","133/1131","245/2633",0.000118913302050084,0.004830637473136,0.00438283047678111,"P62191/P63244/Q08211/Q9UL46/P08238/P35232/Q15393/O43242/Q9UNH7/P35998/Q9Y5K5/P62195/O00487/Q13200/P07910/O75746/P78344/P55072/Q16666/Q7Z2W4/P38606/Q8N5K1/P36543/P46459/P52272/P62333/P68400/P40763/Q92900/Q99623/P07900/P11940/Q92945/Q8N163/O60493/P67809/P12830/Q9UK41/P45974/O75175/Q8WVM8/Q96JB5/O94874/P09429/Q14694/P46777/Q13148/Q05655/P29590/Q86UE4/Q99497/P42574/P04406/P21281/O00429/Q06265/A5YKK6/Q709C8/P46379/O75436/P13716/Q9Y2W1/P17612/O95352/P62913/Q9BYJ9/O60826/P26038/O14980/Q93009/P21283/P02730/P61421/P29466/P43686/Q16531/P42858/A2RRP1/P18669/P62140/Q13131/P51572/Q13315/Q8NC51/Q07812/Q8TDB6/P35637/O43765/Q9HCE1/O14964/O15294/P21796/O75874/Q9UHD9/Q14108/Q9Y2S7/O95817/P61956/P68104/Q6L8Q7/Q99460/Q13423/Q13464/Q96J02/Q8N122/O75348/Q08J23/Q15717/Q14247/Q04637/P07384/P08670/P16989/P42704/P08754/Q96QK1/Q9GZT3/Q06323/Q9UPT5/P51149/O43390/P19784/P56537/O60506/Q07954/O00560/Q9NQL2/P49815/Q9Y446/Q13310/P15311/Q93050/Q9Y5X3",133
"GO:0045934","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","112/1131","202/2633",0.000137284239135597,0.00527133866160382,0.00478267803535116,"Q15637/P23396/Q08211/P13010/P35232/Q8TBC4/Q9UNH7/Q14134/P62195/P07910/P12956/Q9Y3F4/Q96FW1/Q16666/Q9Y230/P26368/P06733/Q01130/P12270/O60341/P17844/Q13247/A6NHR9/P40763/Q99623/P61221/P11940/Q15233/P27797/Q96EY1/Q5VTR2/P47897/P09651/Q12906/Q8N163/P67809/P27348/Q13263/Q15287/P62263/Q93008/P09429/P31946/Q13618/P26583/Q13148/P29590/Q86UE4/P49591/Q01780/P23246/Q9H1B7/P19838/A5YKK6/Q8IXQ6/Q92878/Q06587/Q9Y2W1/P51532/Q13363/Q14669/P42224/Q12959/P61978/O14980/P02730/P16401/A2RRP1/O94776/Q96TA1/P51610/Q13315/P35637/P62277/Q9UQ80/P80723/Q969G3/P38159/P12004/P62633/O95817/Q13185/P56545/Q8WXI9/P61201/Q14240/Q53EL6/Q08J23/Q15717/Q9P0M6/Q96FV9/Q8IX12/Q12888/P16989/P42704/P51858/P25685/Q9GZT3/P43246/Q32MZ4/O75494/P26599/Q01105/P27635/Q96K76/O60506/O00560/Q07666/Q9Y446/O14776/P15311/P23497",112
"GO:1902600","GO:1902600","proton transmembrane transport","26/1131","35/2633",0.00015580574907603,0.00588724915861563,0.00534149274920306,"P06576/Q00325/P31930/P10606/Q9H936/P25705/P38606/Q9UJZ1/P36543/Q99623/P36542/P05023/Q99497/P21281/P21283/P61421/P14854/Q13423/Q13488/O75348/P20674/Q96D96/P30405/O14745/O00483/Q93050",26
"GO:0071166","GO:0071166","ribonucleoprotein complex localization","25/1131","34/2633",0.000275131813665931,0.00856882748561782,0.00777448493353087,"P22626/P05455/P12270/Q92900/P61221/Q9UMR2/Q13838/P57740/Q8WWY3/Q9UBU9/O14980/Q9Y3Y2/O75694/Q86W42/P84103/P52594/Q08J23/Q96FV9/Q8N1F7/Q8WUM0/P62826/Q09161/O43592/P56537/P35658",25
"GO:0034655","GO:0034655","nucleobase-containing compound catabolic process","60/1131","100/2633",0.000351458577814313,0.0105928859528335,0.00961091028861777,"Q08211/P07910/Q9H0D6/P55072/P05455/Q7Z2W4/P17844/P52272/O95989/Q92900/P11940/Q7KZF4/Q92945/P67809/O00154/Q15287/O75175/P42285/Q9Y3Z3/Q13148/Q9UKD2/Q05655/Q01780/Q06265/P23526/A5YKK6/P60228/Q9Y2W1/Q9BYJ9/Q9Y333/P13489/A2RRP1/P00491/Q13315/Q8NC51/Q07812/O00584/P35637/Q9HCE1/O75534/Q6L8Q7/P19971/Q13464/P38919/Q08J23/P49773/Q15717/P29728/P08670/Q9Y315/P16989/P42704/Q09161/Q9GZT3/Q01432/O43390/P09543/O60506/Q9Y446/Q13310",60
"GO:0034248","GO:0034248","regulation of cellular amide metabolic process","80/1131","140/2633",0.000364953369933349,0.010768045220244,0.00976983204165065,"P13639/P63244/P23396/Q08211/P07814/Q6IS14/P78344/P05198/P19338/Q96PZ0/P55884/P12270/Q14444/Q92499/P78527/P55010/P40763/Q92900/P61221/P11940/P27797/Q92945/Q13838/Q12906/P67809/P26196/O75175/P62263/Q92616/Q9UBQ5/P35268/P49588/P14618/P46777/Q13148/Q05655/P58546/P42574/P04406/Q06265/Q14978/A5YKK6/Q15363/P60228/O60841/Q15120/Q9BYJ9/P23588/P18669/Q8N3C0/Q9BWF3/Q13131/P21399/P62701/Q13217/Q9HCE1/Q9UQ80/O75534/Q9Y2R0/P34897/P62633/Q6L8Q7/Q14240/Q13464/P38919/Q15717/Q04637/P08670/P16989/P42704/Q09161/O00571/P49755/O15371/P49458/O43390/P27635/P56537/O60506/Q07666",80
"GO:0016458","GO:0016458","gene silencing","27/1131","38/2633",0.000394663344831808,0.0115233474537871,0.0104551166788777,"Q08211/Q6NXT2/P22626/P12270/P17844/O75569/A6NHR9/P40763/P11940/Q7KZF4/Q92841/P26196/Q13263/O75175/P09429/P55265/A5YKK6/Q9BWF3/Q9HCE1/O60264/P36507/Q15717/Q04637/P62826/Q09161/O00571/P56537",27
"GO:0044270","GO:0044270","cellular nitrogen compound catabolic process","67/1131","115/2633",0.000527354570208448,0.0143512122358668,0.0130208343548657,"Q08211/P07910/Q16762/Q9H0D6/P55072/P05455/Q7Z2W4/P17844/P52272/O95989/Q92900/P11940/Q7KZF4/P25325/Q86X76/Q92945/P67809/O00154/Q15287/O75175/P42285/P53004/Q9Y3Z3/Q13148/Q9UKD2/Q05655/Q01780/Q06265/P23526/A5YKK6/P60228/Q9Y2W1/Q9BYJ9/Q9Y333/Q96RQ9/P13489/P50135/A2RRP1/P00491/Q13315/Q8NC51/Q07812/O00584/P35637/Q9HCE1/O75534/Q6L8Q7/P19971/Q13464/P38919/Q08J23/P49773/Q15717/P29728/P08670/Q9Y315/P16989/P42704/Q09161/Q9GZT3/Q01432/O43390/Q02252/P09543/O60506/Q9Y446/Q13310",67
"GO:0016032","GO:0016032","viral process","74/1131","130/2633",0.000709489570155789,0.0184138820846914,0.0167068889034736,"P07237/O00182/Q08211/P08238/P35232/P11498/P08865/O75531/Q13724/P23528/Q9Y262/P55072/P27824/P05455/Q16666/P55884/Q7Z2W4/P17844/P60953/P20591/Q99623/Q9P035/P11940/P08195/P49790/Q12906/Q16706/O60493/P26196/Q13263/Q9UK41/Q14258/O00303/P35613/Q13148/P22897/P15144/P29590/P55265/Q8IXQ6/O95352/P52292/P51532/O95793/Q13363/P42224/Q14152/P11279/O75821/Q16531/P51610/Q9NVJ2/O75534/P35659/Q14108/P61009/P62937/Q12824/P56545/Q6L8Q7/O75351/Q96J02/Q8WUM4/P29728/P62826/Q9BV40/P07858/O00571/O15371/P26599/P51149/Q9P0L0/Q15365/Q9P253",74
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","42/1131","67/2633",0.00077867899142721,0.0198362537440817,0.0179974046775828,"P63244/P08238/Q92608/Q13308/Q01518/Q8NF50/P18085/P61158/P60953/P61160/P07900/O75083/Q13153/Q03001/Q9BQL6/P46109/P57105/P43034/P35579/Q9Y3L3/O15511/P26038/Q12959/P16157/P42858/P15153/P63000/P84095/Q14008/Q16658/P46108/Q13488/Q13464/Q14980/Q8WUM4/Q14160/Q9Y696/Q14203/Q9UNZ2/A0MZ66/O14745/P40123",42
"GO:0045184","GO:0045184","establishment of protein localization","222/1131","447/2633",0.00102696558236581,0.0252641907555831,0.0229221641720295,"Q9P258/P63244/Q8WTW3/P46060/Q14974/P08238/P38646/P35606/P61981/P36405/Q9Y5M8/Q9UNH7/Q6IS14/P17987/P63104/P49792/P50395/Q99832/P48643/P22059/Q9BZH6/P55072/P27824/P30040/P18085/O00410/Q9Y230/Q12907/P34932/P84085/P12270/Q9BVK6/P50402/P60953/Q7Z7H5/P46459/P31689/O14737/Q96A33/O14579/P40763/P49368/Q99623/P07900/P27797/P09496/Q9UL25/P49790/Q13153/Q86UP2/Q9H267/O60493/P61204/Q16822/P27348/Q13263/P12830/Q9UK41/Q8WVM8/Q9BQL6/Q8NE86/Q16836/P50990/P31946/P57740/Q567U6/Q15436/P78371/Q9Y6D5/Q13148/Q05655/P29590/Q9NRW7/Q99497/P43034/P40227/Q9H8Y8/O15498/Q00610/P09917/O94832/Q9Y678/P35579/O00429/Q16543/P61923/P20645/Q9UKX7/P13796/Q14978/P55786/P50991/Q709C8/P10809/Q15363/P53992/Q92974/Q92973/P46379/O75436/O00170/P49257/P17612/O95352/P55735/O75439/P54920/P52292/P62913/Q15437/O14617/Q96T51/Q7Z3B4/Q9P2E9/O60826/O60220/P62258/P50570/Q15907/P11279/Q9UBU9/O14980/Q8TEM1/P48735/P60468/P05107/O75165/P16401/O95573/Q9UBF2/A2RRP1/O75694/P16298/Q5JRX3/P15153/Q13131/P51572/O94826/Q8N5M9/P63000/Q07812/Q8TC07/Q8TDB6/Q12768/O43765/O14964/Q9NVJ2/Q8N6T3/O43747/Q03518/O95782/P55809/Q3ZCQ8/Q9NP72/P04083/P57737/P53618/Q14108/P17858/P61009/O15127/P62937/O95817/P11021/O75340/Q9UBQ0/O00161/O75351/P13667/Q96BM9/P53621/Q13488/Q8WYP5/Q9UM54/Q92621/Q15833/Q15717/O14828/O00203/Q14247/Q9P0M6/Q8WUM4/Q9ULV4/P51159/Q9Y3B3/P40616/Q14160/Q03519/O94973/Q8N1F7/P08240/Q8WUM0/Q14764/O00194/P62826/O00186/Q9BV40/P33176/O43592/O60749/P49755/O60763/Q9H3S7/Q96QK1/P49458/Q9UPT5/P14625/P51149/P19784/O95373/Q9P253/P35658/Q07954/O00560/Q86VS8/P49815/Q15005/Q04917/P15311/P23497/Q14699/Q9Y5X3",222
"GO:0007049","GO:0007049","cell cycle","157/1131","306/2633",0.00108758231665008,0.0262695901061715,0.0238343615661829,"Q9P258/P63244/P23396/Q14683/Q9UMS4/Q9UL46/Q14974/P08238/P36405/Q8TBC4/P08575/P62753/P23528/P78344/P55072/Q9UNM6/O00410/Q96CT7/P61158/Q01130/P12270/Q53GS9/P15927/P60953/P78527/P51692/P68400/P40763/Q92900/P61160/Q9BQE3/Q99623/P07437/P27797/P09496/Q7KZF4/Q13838/P36873/Q8N163/Q96DB5/Q13509/Q96PK6/Q9BVA1/P49959/Q96JB5/P04350/Q9BUF5/Q9NQG5/P68371/P07332/Q9Y2Z0/Q93008/Q99459/Q13618/Q13148/Q05655/P29590/O00299/P43034/P42574/Q00610/Q15149/P68366/P35579/P53041/P23246/Q16543/P56211/P68363/Q71U36/Q15691/Q14978/Q9NYL9/Q92974/Q92878/P46379/P62244/P17612/Q14204/Q8WW12/Q13363/Q9BSJ2/P62258/P50570/Q12959/Q13561/O14980/O94804/P50995/Q16531/P42858/P62140/P46940/P51610/Q13315/Q07812/Q12768/Q9NVJ2/Q92599/O15355/O94901/Q14008/P12004/P04083/P84090/Q13564/Q9Y2S7/Q9Y6G9/Q9UH99/Q12824/P49916/O75351/P67775/Q53EL6/Q9NRH3/Q96BM9/Q13464/Q8WYP5/Q8N122/Q08J23/Q9Y295/Q14980/Q8WUM4/Q04637/Q14160/P04899/Q96FV9/Q8IX12/Q14203/Q12888/Q96P48/Q9UNZ2/P62826/O43175/P27694/O00571/P08754/Q9Y266/O43684/Q06323/P43246/P54687/O14745/Q29RF7/P19784/Q9Y265/O95373/Q14166/Q96K76/P16885/P35658/P25205/Q15019/O00560/Q07666/P49815/P15311",157
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","27/1131","40/2633",0.00139797382340691,0.0298917786211322,0.0271207680299887,"Q08211/P46060/P08238/O00410/P12270/P50402/P49790/P36873/Q13263/P12830/Q9BQL6/Q13148/Q05655/Q99497/Q14978/P17612/Q7Z3B4/P62258/O14980/Q16630/Q9BWF3/O95817/Q08J23/P62826/P35658/Q07666/P23497",27
"GO:0098760","GO:0098760","response to interleukin-7","10/1131","11/2633",0.00140603058000539,0.0298917786211322,0.0271207680299887,"P07237/P30101/P33241/P31948/P67809/P09429/P46109/P10809/P31939/P51858",10
"GO:0098761","GO:0098761","cellular response to interleukin-7","10/1131","11/2633",0.00140603058000539,0.0298917786211322,0.0271207680299887,"P07237/P30101/P33241/P31948/P67809/P09429/P46109/P10809/P31939/P51858",10
"GO:0046700","GO:0046700","heterocycle catabolic process","64/1131","112/2633",0.00141572747527506,0.0298917786211322,0.0271207680299887,"Q08211/P07910/Q9H0D6/P55072/P05455/Q7Z2W4/P17844/P52272/O95989/Q92900/P11940/Q7KZF4/Q92945/P67809/O00154/Q15287/O75175/P42285/P53004/Q9Y3Z3/Q13148/Q9UKD2/Q05655/Q01780/Q06265/P23526/A5YKK6/P60228/Q9Y2W1/Q9BYJ9/Q9Y333/Q96RQ9/P13489/P50135/A2RRP1/P00491/Q13315/Q8NC51/Q07812/O00584/P35637/Q9HCE1/O75534/Q6L8Q7/P19971/Q13464/P38919/Q08J23/P49773/Q15717/P29728/P08670/Q9Y315/P16989/P42704/Q09161/Q9GZT3/Q01432/O43390/Q02252/P09543/O60506/Q9Y446/Q13310",64
"GO:0071705","GO:0071705","nitrogen compound transport","242/1131","494/2633",0.00160830176143906,0.0333931099060273,0.0302975209016512,"P63244/Q8WTW3/Q08211/Q9H9B4/P46060/Q14974/P08238/P38646/P35606/P61981/P36405/Q9Y5M8/Q9UNH7/Q6IS14/P17987/P63104/P49792/P50395/Q07955/P22059/Q9BZH6/O75746/Q16762/P55072/P27824/P30040/P22626/P18085/P51991/P05455/O00410/Q12907/Q9H936/P34932/P84085/P12270/Q9BVK6/P50402/P60953/Q7Z7H5/P46459/P31689/O14737/Q9Y277/O14579/P40763/Q92900/Q99623/P07900/P08195/P27797/P09496/Q9UL25/P49790/Q92945/Q9UMR2/P09651/Q13838/Q13153/O15533/Q86UP2/Q9H267/O60493/P61204/Q16822/P67809/P27348/Q13263/P12830/Q9UK41/Q8WVM8/Q9BQL6/Q8NE86/Q16836/P31946/P57740/Q567U6/Q15436/Q9Y6D5/Q13148/Q05655/P29590/P07948/Q9NRW7/Q99497/P43034/O15498/Q00610/P09917/O94832/Q9Y678/P35579/O00429/Q16543/P61923/P20645/Q9UKX7/P13796/Q14978/P55786/Q709C8/P10809/Q15363/P53992/Q92974/Q92973/O75436/O00170/P49257/P17612/O95352/P55735/O75439/P54920/P52292/P62913/Q15437/O14617/Q96T51/Q7Z3B4/Q9P2E9/O60826/O60220/P62258/P50570/Q15907/Q9UBU9/O14980/Q8TEM1/P48735/Q9Y3Y2/P60468/Q16630/P05107/O75165/O95573/Q9UBF2/A2RRP1/O75694/P16298/Q5JRX3/P15153/Q13131/P51572/O94826/Q8N5M9/P63000/Q07812/Q8TC07/Q8TDB6/Q12768/O43765/O14964/Q9NVJ2/Q8N6T3/O43747/P10620/Q86W42/Q03518/Q9BWM7/O95782/P55809/Q14008/Q3ZCQ8/P84103/Q9NP72/P04083/P57737/P53618/Q14108/P17858/P61009/O15127/P62937/O95817/P11021/O75340/Q9UBQ0/O00161/O75351/P13667/P52594/Q96BM9/P53621/Q13488/Q8WYP5/Q9UM54/P38919/Q92621/Q08J23/Q15833/Q6PCB7/Q15717/O14828/O00203/Q14247/Q8WUM4/P51159/Q9Y3B3/P40616/Q14160/Q96FV9/Q03519/O94973/Q8N1F7/Q9UJS0/P08240/Q8WUM0/Q14764/O00194/P62826/O00186/Q9BV40/P42704/P33176/Q09161/O43592/O60749/P49755/O60763/Q9H3S7/Q96QK1/P49458/Q9UPT5/P14625/P51149/O14745/P19784/O95373/Q9P253/P35658/Q07954/O00560/Q07666/Q86VS8/P49815/Q15005/Q04917/P15311/P23497/Q14699/Q9Y5X3",242
"GO:0010557","GO:0010557","positive regulation of macromolecule biosynthetic process","141/1131","274/2633",0.00170822896692498,0.0352071014286082,0.0319433528180399,"P13639/Q08211/P08238/P13010/P35232/Q6IS14/Q15046/P17987/Q86X55/P62195/Q99832/P48643/P12956/P46734/P78344/Q92598/P18085/P19338/Q16666/Q9Y230/P61158/O60341/P60953/Q9UJZ1/P78527/P51692/Q12800/P62333/Q13404/P40763/P07686/P61160/P49368/P07900/P11940/Q5VTR2/O14936/P09651/Q13838/Q92841/Q12906/Q8N163/P23193/P67809/Q96PK6/Q13263/P12830/P56192/Q7RTV0/Q14258/Q92616/Q96JB5/Q9NQG5/Q99459/P09429/P50990/P14618/P78371/Q86VP6/Q9BQA1/P46777/P26583/P29590/Q86UE4/P58546/Q99497/P40227/O94906/P23246/Q9H1B7/P19838/Q06265/Q14978/P25942/P50991/Q49A26/Q8IXQ6/Q9UH62/P60228/Q92974/O00170/Q9Y2W1/P51532/P42224/Q9BYJ9/O14617/P50570/O96019/P61978/Q96RQ9/Q969H8/P16298/O94776/Q13131/Q96TA1/P51610/P63000/Q13315/P62701/Q8TDB6/Q13217/P84095/P35637/O15294/Q969G3/P35249/P38159/P12004/Q9Y2R0/P62633/P11021/Q12824/P56545/P61956/Q9UM54/P38919/Q8N122/Q15185/O60264/P36507/Q15717/O00203/Q99873/Q04637/Q96FV9/P08670/Q8IX12/Q12888/P16989/Q14116/O00571/O15371/Q12905/Q9Y265/P56537/Q15365/Q07666/Q04917/O14776/P23497/Q9Y5X3",141
"GO:0051656","GO:0051656","establishment of organelle localization","64/1131","113/2633",0.00192595456438452,0.0387992891965381,0.0352025396469332,"O00182/Q14974/P63104/P23528/Q9BZH6/P61158/Q9BVK6/P60953/P61160/P61221/Q8WXH0/Q96DB5/P07332/Q13618/P07948/P43034/O15498/O94832/Q9Y678/P35579/Q9UH62/Q15363/Q14204/O14617/P50570/Q15907/Q12959/P11279/Q92734/Q13561/O14980/P42858/Q9UBF2/P15153/P12036/P22681/O94901/B0I1T2/Q9UH99/O75340/Q70J99/O00161/O75351/Q13488/Q9UM54/Q15833/Q14980/O00203/P51159/Q14160/Q14203/Q9UNZ2/O00194/P62826/Q9BV40/P42704/P33176/P49755/Q9Y266/Q66K74/O14745/P56537/Q86VS8/P15311",64
"GO:0006457","GO:0006457","protein folding","50/1131","85/2633",0.00200874723524958,0.0387992891965381,0.0352025396469332,"Q15084/P07237/P08238/P38646/P30101/P17987/P49792/Q13724/Q99832/P48643/Q92598/P27824/P30040/Q9NYU2/Q9Y230/P31689/O14737/Q96A33/P68400/P49368/P07900/P27797/Q96EY1/Q9BS26/P50990/P78371/P40227/Q16543/P50991/P10809/O00170/P49257/Q9UBS4/O95433/Q13162/Q13217/O43765/P61604/P62937/O95817/P11021/P13667/Q15185/P30405/O75347/P25685/Q9Y266/P14625/Q96HE7/P26885",50
"GO:0002228","GO:0002228","natural killer cell mediated immunity","16/1131","21/2633",0.00201193362227551,0.0387992891965381,0.0352025396469332,"O00182/P51692/P07437/P68371/P31146/P30511/P11279/Q9NVJ2/O43747/P04439/P46108/Q70J99/P51159/P13747/Q14116/P33176",16
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","16/1131","21/2633",0.00201193362227551,0.0387992891965381,0.0352025396469332,"O00182/P51692/P07437/P68371/P31146/P30511/P11279/Q9NVJ2/O43747/P04439/P46108/Q70J99/P51159/P13747/Q14116/P33176",16
"GO:1901998","GO:1901998","toxin transport","13/1131","16/2633",0.00202030526660523,0.0387992891965381,0.0352025396469332,"P35606/P17987/Q99832/P48643/P31689/P49368/Q8WVM8/P50990/P78371/P50991/P29466/P11021/Q93050",13
"GO:1902745","GO:1902745","positive regulation of lamellipodium organization","13/1131","16/2633",0.00202030526660523,0.0387992891965381,0.0352025396469332,"O15144/P61158/P60953/P61160/Q9BR76/P50570/P15153/Q6IBS0/P63000/Q16658/Q5VZK9/Q9ULV4/Q9Y2A7",13
"GO:0030218","GO:0030218","erythrocyte differentiation","20/1131","28/2633",0.00208316575883219,0.0397218613741948,0.0360395880654392,"P38646/P39019/P62753/Q9UKV3/P78527/P51692/P40763/P62263/Q96JB5/O94874/P07738/P26583/P07948/P42574/P55265/Q9NYL9/P42224/P02730/Q99873/P16452",20
