"","x"
"1048","sp|Q01581|HMCS1_HUMAN;sp|P54868|HMCS2_HUMAN"
"1049","sp|P28289|TMOD1_HUMAN"
"1050","sp|P49755|TMEDA_HUMAN"
"1051","sp|O60763|USO1_HUMAN"
"1052","sp|P99999|CYC_HUMAN"
"1053","sp|O15160|RPAC1_HUMAN"
"1054","sp|P04843|RPN1_HUMAN"
"1055","sp|O95747|OXSR1_HUMAN"
"1056","sp|Q5JWF2|GNAS1_HUMAN;sp|P63092|GNAS2_HUMAN;sp|P38405|GNAL_HUMAN"
"1057","sp|P30453|1A34_HUMAN;sp|P30457|1A66_HUMAN;sp|P30459|1A74_HUMAN;sp|P30512|1A29_HUMAN;sp|P10314|1A32_HUMAN;sp|P16189|1A31_HUMAN;sp|P30450|1A26_HUMAN;sp|P18462|1A25_HUMAN"
"1058","sp|Q9BRA2|TXD17_HUMAN"
"1059","sp|P51858|HDGF_HUMAN"
"1060","sp|Q9NTJ5|SAC1_HUMAN"
"1061","sp|Q9H3S7|PTN23_HUMAN"
"1062","sp|P25685|DNJB1_HUMAN"
"1063","sp|Q96QK1|VPS35_HUMAN"
"1064","sp|A6NIZ1|RP1BL_HUMAN;sp|P61224|RAP1B_HUMAN"
"1065","sp|Q14344|GNA13_HUMAN;sp|Q03113|GNA12_HUMAN"
"1066","sp|Q9Y266|NUDC_HUMAN"
"1067","sp|O95299|NDUAA_HUMAN"
"1068","sp|P49406|RM19_HUMAN"
"1069","sp|CYC_HUMAN|;sp|CYC_HORSE|"
"1070","sp|P01891|1A68_HUMAN"
"1071","sp|P05534|1A24_HUMAN"
"1072","sp|Q9Y2A7|NCKP1_HUMAN"
"1073","sp|Q3LXA3|DHAK_HUMAN"
"1074","sp|P49207|RL34_HUMAN"
"1075","sp|O43684|BUB3_HUMAN"
"1076","sp|P33240|CSTF2_HUMAN"
"1077","sp|Q9GZT3|SLIRP_HUMAN"
"1078","sp|Q06323|PSME1_HUMAN"
"1079","sp|P43246|MSH2_HUMAN"
"1080","sp|O43678|NDUA2_HUMAN"
"1081","sp|Q32MZ4|LRRF1_HUMAN"
"1082","sp|Q8IY17|PLPL6_HUMAN"
"1083","sp|Q16775|GLO2_HUMAN"
"1084","sp|P54687|BCAT1_HUMAN"
"1085","sp|P52565|GDIR1_HUMAN"
"1086","sp|Q5JTZ9|SYAM_HUMAN"
"1087","sp|O75688|PPM1B_HUMAN"
"1088","sp|P69905|HBA_HUMAN"
"1089","sp|Q9P2R3|ANFY1_HUMAN"
"1090","sp|O15371|EIF3D_HUMAN"
"1091","sp|Q01432|AMPD3_HUMAN"
"1092","sp|Q9H0S4|DDX47_HUMAN"
"1093","sp|Q86YV0|RASL3_HUMAN"
"1094","sp|O75494|SRS10_HUMAN;sp|Q8WXF0|SRS12_HUMAN"
"1095","sp|P26599|PTBP1_HUMAN"
"1096","sp|Q12905|ILF2_HUMAN"
"1097","sp|Q9BYD3|RM04_HUMAN"
"1098","sp|P31943|HNRH1_HUMAN"
"1099","sp|P49458|SRP09_HUMAN"
"1100","sp|P28331|NDUS1_HUMAN"
"1101","sp|Q9UPT5|EXOC7_HUMAN"
"1102","sp|P14625|ENPL_HUMAN;sp|Q58FF3|ENPLL_HUMAN"
"1103","sp|Q03252|LMNB2_HUMAN"
"1104","sp|Q66K74|MAP1S_HUMAN"
"1105","sp|Q9HDC9|APMAP_HUMAN"
"1106","sp|Q9UBW8|CSN7A_HUMAN"
"1107","sp|Q9NWV4|CA123_HUMAN"
"1108","sp|P51149|RAB7A_HUMAN"
"1109","sp|O43390|HNRPR_HUMAN"
"1110","sp|Q02252|MMSA_HUMAN"
"1111","sp|A0MZ66|SHOT1_HUMAN"
"1112","sp|Q01433|AMPD2_HUMAN"
"1113","sp|Q01105|SET_HUMAN"
"1114","sp|Q6NVY1|HIBCH_HUMAN"
"1115","sp|O14745|NHRF1_HUMAN"
"1116","sp|P36776|LONM_HUMAN"
"1117","sp|Q00341|VIGLN_HUMAN"
"1118","sp|Q29RF7|PDS5A_HUMAN"
"1119","sp|P20810|ICAL_HUMAN"
"1120","sp|Q9P0L0|VAPA_HUMAN"
"1121","sp|P19784|CSK22_HUMAN"
"1122","sp|Q9Y265|RUVB1_HUMAN"
"1123","sp|O95373|IPO7_HUMAN"
"1124","sp|Q14166|TTL12_HUMAN"
"1125","sp|Q7L2E3|DHX30_HUMAN"
"1126","sp|P09543|CN37_HUMAN"
"1127","sp|P27635|RL10_HUMAN;sp|Q96L21|RL10L_HUMAN"
"1128","sp|O00483|NDUA4_HUMAN"
"1129","sp|P56537|IF6_HUMAN"
"1130","sp|GELS_HUMAN|"
"1131","sp|Q12788|TBL3_HUMAN"
"1132","sp|Q96K76|UBP47_HUMAN"
"1133","sp|Q9C0C2|TB182_HUMAN"
"1134","sp|P60510|PP4C_HUMAN"
"1135","sp|Q96HE7|ERO1A_HUMAN;sp|Q86YB8|ERO1B_HUMAN"
"1136","sp|O60506|HNRPQ_HUMAN"
"1137","sp|Q15365|PCBP1_HUMAN"
"1138","sp|P16885|PLCG2_HUMAN"
"1139","sp|O95470|SGPL1_HUMAN"
"1140","sp|P55212|CASP6_HUMAN"
"1141","sp|Q9P253|VPS18_HUMAN"
"1142","sp|P35658|NU214_HUMAN"
"1143","sp|Q07954|LRP1_HUMAN"
"1144","sp|P25205|MCM3_HUMAN"
"1145","sp|Q14738|2A5D_HUMAN;sp|Q13362|2A5G_HUMAN"
"1146","sp|Q15019|SEPT2_HUMAN"
"1147","sp|P16452|EPB42_HUMAN"
"1148","sp|O00560|SDCB1_HUMAN"
"1149","sp|Q86VB7|C163A_HUMAN"
"1150","sp|Q9NQL2|RRAGD_HUMAN"
"1151","sp|Q07666|KHDR1_HUMAN"
"1152","sp|Q86VS8|HOOK3_HUMAN"
"1153","sp|P49815|TSC2_HUMAN"
"1154","sp|Q6VY07|PACS1_HUMAN"
"1155","sp|P18077|RL35A_HUMAN"
"1156","sp|Q15005|SPCS2_HUMAN"
"1157","sp|Q04917|1433F_HUMAN"
"1158","sp|Q9Y446|PKP3_HUMAN"
"1159","sp|P32455|GBP1_HUMAN"
"1160","sp|P49411|EFTU_HUMAN"
"1161","sp|O14776|TCRG1_HUMAN"
"1162","sp|P05165|PCCA_HUMAN"
"1163","sp|P40123|CAP2_HUMAN"
"1164","sp|O43516|WIPF1_HUMAN"
"1165","sp|Q13310|PABP4_HUMAN;sp|Q9H361|PABP3_HUMAN;sp|Q4VXU2|PAP1L_HUMAN"
"1166","sp|P15311|EZRI_HUMAN"
"1167","sp|Q9UBX3|DIC_HUMAN"
"1168","sp|P23497|SP100_HUMAN;sp|B2RPK0|HGB1A_HUMAN"
"1169","sp|O00330|ODPX_HUMAN"
"1170","sp|Q14699|RFTN1_HUMAN"
"1171","sp|Q93050|VPP1_HUMAN"
"1172","sp|Q12765|SCRN1_HUMAN"
"1173","sp|P26885|FKBP2_HUMAN"
"1174","sp|O95881|TXD12_HUMAN"
"1175","sp|Q9Y5X3|SNX5_HUMAN"
"1176","sp|O00264|PGRC1_HUMAN"
